n_pairs,n_questions,mean,median,std,min,max,p5,p10,p25,p75,p90,p95,has_clones,original-original_n,original-original_mean,original-original_min,original-original_max,clone-source_n,clone-source_mean,clone-source_min,clone-source_max,clone-other_n,clone-other_mean,clone-other_min,clone-other_max,clone-clone_n,clone-clone_mean,clone-clone_min,clone-clone_max
4465,95,0.7956052620325248,0.8155350974681544,0.14971438058663425,0.0,0.9998965653196579,0.5638297411190788,0.621975966827123,0.7129661678041377,0.9032444858823971,0.9629162719102837,0.9828748418029959,True,2775,0.8099193859475162,0.2245812095053702,0.9998965653196579,20,0.0,0.0,0.0,1480,0.7958348641774396,0.39849304085164616,0.9986060953736366,190,0.6685031578329201,0.0,0.98828585435682
