alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
0.01,0.627018214141275,0.6363636363636364,0.3846153846153846,0.934072538743575,0.8307407756584035
0.1,0.627018214141275,0.6363636363636364,0.3846153846153846,0.934072538743575,0.8307407756584035
0.2,0.627018214141275,0.6363636363636364,0.3846153846153846,0.934072538743575,0.8307407756584035
0.3,0.6276053508636283,0.6363636363636364,0.3846153846153846,0.934090666294252,0.8304899415312119
0.4,0.6304960947380889,0.6363636363636364,0.3846153846153846,0.93518257166072,0.8321853548798464
0.5,0.6396981014929247,0.6363636363636364,0.4117647058823529,0.9418563725740088,0.8420312267142807
0.6,0.6524455879526828,0.6744186046511628,0.4117647058823529,0.9494723784588412,0.8536625421720121
0.7,0.6517236454133952,0.6363636363636364,0.4117647058823529,0.9495099345000196,0.8537024584506845
0.8,0.6481078201975286,0.6363636363636364,0.4117647058823529,0.9476057543105072,0.8507391022284593
0.9,0.6549476938788693,0.6744186046511628,0.4117647058823529,0.9522854550121204,0.8573119413305303
1.0,0.6540286242886184,0.6744186046511628,0.4117647058823529,0.9521815674798936,0.8569000333033753
1.1,0.6511069084095441,0.6363636363636364,0.4117647058823529,0.950552215248621,0.8543623394638055
1.2,0.6488018485159268,0.6363636363636364,0.4117647058823529,0.9491892982754184,0.8522654607996286
1.3,0.6469722037509588,0.6363636363636364,0.4117647058823529,0.9480303664259212,0.8505012993650485
1.4,0.6453442619376715,0.6363636363636364,0.4117647058823529,0.947035116100422,0.8490241900026724
1.5,0.6440320987797886,0.6363636363636364,0.4117647058823529,0.9461736703748932,0.8477419089264885
1.8,0.6410350739088947,0.6363636363636364,0.4117647058823529,0.9441555788843672,0.8447760347729032
2.1,0.6388379712755763,0.6363636363636364,0.4117647058823529,0.942712562972438,0.842699255807382
2.4,0.6372857834830521,0.6363636363636364,0.4117647058823529,0.9416313269489162,0.8411497396020997
2.7,0.6361309723625145,0.6363636363636364,0.4117647058823529,0.940786195342594,0.8399619813006277
3.0,0.635218753985528,0.6363636363636364,0.4117647058823529,0.9401104007763836,0.8390091936776873
