intra_mean,intra_median,intra_std,intra_n_pairs,inter_mean,inter_median,inter_std,inter_n_pairs,mann_whitney_U,mann_whitney_p,cohens_d,auroc,rank_biserial_r
0.3910608772554911,0.39142693599555256,0.05662108454197924,176,0.4418931867679783,0.44858778718063336,0.040389011030960646,2599,105810.0,3.343657216917666e-33,1.2218995693334513,0.2313171149742908,-0.5373657700514184
