party,mini_baseline,aug_baseline,mini_crw_E5-INSTRUCT_α0.3,aug_crw_E5-INSTRUCT_α0.3,mini_crw_E5-INSTRUCT_α0.4,aug_crw_E5-INSTRUCT_α0.4,mini_crw_ANSWER-CORR_α0.3,aug_crw_ANSWER-CORR_α0.3,mini_crw_ANSWER-CORR_α0.4,aug_crw_ANSWER-CORR_α0.4,mini_crw_QWEN3_α0.6,aug_crw_QWEN3_α0.6
SP,0.12502733901984497,0.15853230805339152,0.12340833560046827,0.15838094323617719,0.12383909186443727,0.15849363334238517,0.12449922917299738,0.15853230805339152,0.12415782482756069,0.15809755095724864,0.12283755021044077,0.15672459871651745
Green,0.12615157286048573,0.1159614533156269,0.12656299176895097,0.11594945081910708,0.1257254842340505,0.11578074906247503,0.12597286902342072,0.1159614533156269,0.12635828252276182,0.11597745664431948,0.12598487151993987,0.11632686265410243
GLP,0.14510684889122624,0.13438728588879625,0.14428401107429364,0.13307968057355757,0.14482612383374752,0.1332797221822114,0.14479144995491405,0.13438728588879625,0.1451768634542554,0.1341779090050712,0.1452022020580183,0.1337298158016855
Centre,0.1809242989208312,0.16999069139713563,0.181701793973135,0.17057147886759602,0.18158243581330488,0.17038810739299548,0.18160444039025725,0.16999069139713563,0.1809769765444432,0.17024207701867866,0.18126970409844084,0.17019606744868676
FDP,0.04420986231803266,0.04376376953073292,0.04400181904503196,0.04349037933223834,0.04413117928529523,0.04328633689141063,0.0443032150687381,0.04376376953073292,0.04424186897541736,0.04356639514352703,0.043837118120572914,0.04328500328068622
SVP,0.048710798512760396,0.046895754316901045,0.048858162497802615,0.04699577512122831,0.048766143357821486,0.047170478126120054,0.04882148820288266,0.046895754316901045,0.049217570588018865,0.047069790516430544,0.04918623073599632,0.04735785043289321
