alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
0.01,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
0.1,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
0.2,0.4460608447589436,0.4117647058823529,0.2631578947368421,0.8993223543866522,0.7686451641239628
0.3,0.4673707736924982,0.44,0.2857142857142857,0.910201073218744,0.7821840661590241
0.4,0.5213849084571675,0.5,0.3333333333333333,0.9323137954478404,0.8141880828883223
0.5,0.5578933002611947,0.5319148936170213,0.3846153846153846,0.946154452322309,0.835433276740886
0.6,0.5394644711629765,0.5319148936170213,0.3584905660377358,0.9405001084198776,0.8259502118651206
0.7,0.5351434726589617,0.5,0.3584905660377358,0.9399157488481532,0.8253266110667737
0.8,0.5214582847419883,0.5,0.3333333333333333,0.9348886190006032,0.8175410308715474
0.9,0.511286710736919,0.5,0.3333333333333333,0.9308987709449036,0.8115441762609813
1.0,0.5033414993787646,0.4693877551020408,0.3333333333333333,0.927669043828653,0.8068042671031919
1.1,0.4969007805428585,0.4693877551020408,0.3090909090909091,0.9249982872357,0.802959744648679
1.2,0.4915708157812073,0.4693877551020408,0.3090909090909091,0.9227547085997302,0.7997665684375339
1.3,0.4871656527312639,0.4693877551020408,0.3090909090909091,0.9208463318358016,0.7970784449240018
1.4,0.483431166920118,0.4693877551020408,0.3090909090909091,0.9192024174519968,0.794787171138796
1.5,0.4803359858716907,0.4693877551020408,0.3090909090909091,0.9177733439729318,0.792811911945103
1.8,0.4732723368942229,0.44,0.2857142857142857,0.9144238301117942,0.7882396974334295
2.1,0.468324380956957,0.44,0.2857142857142857,0.9120177921677896,0.7850070020721927
2.4,0.4646779071586135,0.44,0.2857142857142857,0.9102010461932908,0.7825943129632865
2.7,0.461895021872015,0.44,0.2857142857142857,0.9087769944006994,0.7807165669452112
3.0,0.4596809201501782,0.44,0.2857142857142857,0.9076384666513276,0.7792253735425334
