party,original,original_crw,worst_case,worst_case_crw,realistic,realistic_crw
SP,0.13203146254420134,0.1314306709128759,0.11801254660969451,0.11925747222088791,0.12575215644853643,0.12890481220093175
Green,0.1353834930998901,0.13507009457966337,0.1417601527784309,0.1407966190300776,0.1385374824630075,0.13683379476263482
GLP,0.16196035442036616,0.16131422002441193,0.2035936808189088,0.19375563450528085,0.17940998394330063,0.16970796592355636
Centre,0.17452696827605796,0.17482102944077954,0.1668727095235754,0.16731813550551058,0.170839534623194,0.17243386624416931
FDP,0.04323966051605851,0.043153642624337095,0.04490667392151315,0.04493001210918976,0.04448658654333897,0.044063831943715465
SVP,0.046647035916806634,0.04707379134860331,0.048395399576448526,0.04832205098660841,0.047485877062431965,0.047451869988960525
