intra_mean,intra_median,intra_std,intra_n_pairs,inter_mean,inter_median,inter_std,inter_n_pairs,mann_whitney_U,mann_whitney_p,cohens_d,auroc,rank_biserial_r
1.329163453042068,1.3398364323587262,0.1529663712313681,176,1.3810626605010543,1.3953693693620106,0.12406150072084325,2599,185437.0,1.2949714325637884e-05,0.4116315683972536,0.4053941201161286,-0.18921175976774285
