alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
0.01,0.627018214141275,0.6363636363636364,0.3846153846153846,0.934072538743575,0.8307407756584035
0.1,0.627018214141275,0.6363636363636364,0.3846153846153846,0.934072538743575,0.8307407756584035
0.2,0.6296756651837313,0.6363636363636364,0.3846153846153846,0.9351384856013076,0.8321378819931547
0.3,0.6488751072783469,0.6363636363636364,0.4117647058823529,0.9475585560636208,0.8499272723770503
0.4,0.6512158098926847,0.6363636363636364,0.4117647058823529,0.9484866115519506,0.8512911623326809
0.5,0.6475178292699162,0.6363636363636364,0.4117647058823529,0.9459004453705488,0.847412132354606
0.6,0.6503140001167153,0.6363636363636364,0.4117647058823529,0.9459890472699656,0.8473863700108654
0.7,0.6470849506282181,0.6363636363636364,0.4117647058823529,0.9443165967884296,0.8449548444806653
0.8,0.6446368389378709,0.6363636363636364,0.4117647058823529,0.9430561963524292,0.8431486752840693
0.9,0.6427480856312705,0.6363636363636364,0.4117647058823529,0.9420716860580138,0.8417516328529799
1.0,0.6412851677101319,0.6363636363636364,0.4117647058823529,0.941283132015784,0.8406408775563687
1.1,0.6401071493678152,0.6363636363636364,0.4117647058823529,0.9406363538236168,0.8397336329113765
1.2,0.6390446705981202,0.6363636363636364,0.4117647058823529,0.9400980341233772,0.8389867301789476
1.3,0.6382674274182957,0.6363636363636364,0.4117647058823529,0.9396404817331652,0.8383515701703498
1.4,0.6375960493513559,0.6363636363636364,0.4117647058823529,0.9392486708534368,0.8378105640380523
1.5,0.6369305856326826,0.6363636363636364,0.4117647058823529,0.9389104160532176,0.8373440728433253
1.8,0.6355388872826246,0.6363636363636364,0.4117647058823529,0.9381229138143068,0.8362629299045397
2.1,0.6346049678680751,0.6363636363636364,0.4117647058823529,0.9375644760652292,0.8355007202480975
2.4,0.6339363810626463,0.6363636363636364,0.4117647058823529,0.937146985008534,0.8349325743032108
2.7,0.633416498611202,0.6363636363636364,0.4117647058823529,0.9368237225430393,0.8344944395414996
3.0,0.6329795382857507,0.6363636363636364,0.3846153846153846,0.9365655284419308,0.8341453291164099
