party,original,original_crw,crw_drift,delta_attack_worst_case,delta_crw_worst_case,reduction_worst_case,delta_attack_realistic,delta_crw_realistic,reduction_realistic
SP,0.1320314625442013,0.1321054779394033,7.401539520199285e-05,0.0453420978230063,0.03302220195133279,27.170987808646274,0.017646337104779197,0.007554237948157405,57.19090084643417
Green,0.1353834930998901,0.1347600300862486,-0.0006234630136414954,0.0219719034892511,0.017822373720394413,18.88561803890447,0.009916729346367115,0.0039054790062983957,60.61726734803824
GLP,0.1619603544203661,0.1610321613562088,-0.0009281930641573122,0.0416333263985427,0.03068171513007062,26.304915354674662,0.017449629522934496,0.0063619899605762975,63.54083075394483
Centre,0.1745269682760579,0.1757205498743627,0.0011935815983047937,0.04758923189355618,0.03604883149027721,24.250024520445347,0.018261131648712486,0.010185451907328114,44.22332578689752
FDP,0.0432396605160585,0.0432129883015713,-2.6672214487197254e-05,0.014409663876756303,0.010517520977698896,27.010643220732433,0.005789870959827102,0.002102437306960199,63.687665553379055
SVP,0.0466470359168066,0.0468524119683587,0.00020537605155210303,0.013668176314008303,0.0100387547276512,26.553810127817602,0.004710979883816503,0.001787038370647899,62.066525123852436
