model,model_display,clone_type,clone_type_display,alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,max_jaccard,max_spearman,max_kendall,optimal_alpha_jaccard,alpha_95_low,alpha_95_high,alpha_95_width,rank_jaccard,rank_spearman,rank_kendall,composite_rank,avg_composite_rank,overall_rank,ordering_accuracy,negation_invariance,topic_coherence
qwen3,Qwen3,perfect_mix,Perfect Mix,1.8,0.4952810410506976,0.4693877551020408,0.3090909090909091,0.9244641382072668,0.8033636863218921,0.5559141347464499,0.9466913563136434,0.8376229591349607,0.6,0.5,1.1,0.6000000000000001,2,2,2,2.0,4.666666666666666,4,98.51190476190476,0.1463870290292246,0.4591744357891511
qwen3,Qwen3,perfect_mix,Perfect Mix,2.1,0.4883494811484045,0.4693877551020408,0.3090909090909091,0.9216114017973074,0.7992774815796755,0.5559141347464499,0.9466913563136434,0.8376229591349607,0.6,0.5,1.1,0.6000000000000001,2,2,2,2.0,4.666666666666666,4,98.51190476190476,0.1463870290292246,0.4591744357891511
qwen3,Qwen3,perfect_mix,Perfect Mix,2.4,0.4833921273016333,0.44,0.3090909090909091,0.919470487716965,0.7962473706300488,0.5559141347464499,0.9466913563136434,0.8376229591349607,0.6,0.5,1.1,0.6000000000000001,2,2,2,2.0,4.666666666666666,4,98.51190476190476,0.1463870290292246,0.4591744357891511
qwen3,Qwen3,perfect_mix,Perfect Mix,2.7,0.4794956456570921,0.44,0.3090909090909091,0.9178079805859096,0.7939180813370228,0.5559141347464499,0.9466913563136434,0.8376229591349607,0.6,0.5,1.1,0.6000000000000001,2,2,2,2.0,4.666666666666666,4,98.51190476190476,0.1463870290292246,0.4591744357891511
qwen3,Qwen3,perfect_mix,Perfect Mix,3.0,0.4765815317441866,0.44,0.3090909090909091,0.9164788232222172,0.7920739884033483,0.5559141347464499,0.9466913563136434,0.8376229591349607,0.6,0.5,1.1,0.6000000000000001,2,2,2,2.0,4.666666666666666,4,98.51190476190476,0.1463870290292246,0.4591744357891511
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.01,0.4523991231532311,0.4117647058823529,0.2631578947368421,0.9046678675160444,0.7762709791734831,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.1,0.4523991231532311,0.4117647058823529,0.2631578947368421,0.9046678675160444,0.7762709791734831,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.2,0.4523991231532311,0.4117647058823529,0.2631578947368421,0.9046678675160444,0.7762709791734831,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.3,0.4532034614081496,0.4117647058823529,0.2857142857142857,0.9049751950792576,0.7765291461551049,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.4,0.4573427197494665,0.4117647058823529,0.2857142857142857,0.9066335784557732,0.7785433378378571,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.5,0.4712627057535228,0.44,0.2857142857142857,0.9136213249339328,0.7877337528077174,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.6,0.4956081369883927,0.4693877551020408,0.3090909090909091,0.9241136537367646,0.8021302987180652,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.7,0.5315036801004214,0.5,0.3584905660377358,0.93768321392138,0.8227684661491801,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.8,0.5605326522249046,0.5319148936170213,0.3846153846153846,0.947116272426018,0.8383523976501536,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,0.9,0.582944809904347,0.5652173913043478,0.4117647058823529,0.9535028090993134,0.8496683183092749,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,1.0,0.5876246986558707,0.5652173913043478,0.4117647058823529,0.9548936813366168,0.8522571898140258,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,1.1,0.5865323964706972,0.5652173913043478,0.4117647058823529,0.9543892751616896,0.8515408020786465,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,1.2,0.5757213403138893,0.5652173913043478,0.4117647058823529,0.951894728033923,0.8468418076034744,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,1.3,0.564697667179199,0.5319148936170213,0.3846153846153846,0.9486531978751878,0.841179125846258,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
sbert,SBERT,easy_paraphrase,Easy Paraphrase,1.4,0.5613578102422331,0.5319148936170213,0.3846153846153846,0.9475361863455672,0.8392967056020949,0.5876246986558707,0.9548936813366168,0.8522571898140258,1.0,0.8,1.5,0.7,6,6,6,6.0,7.0,8,92.26190476190476,0.1340079946009806,0.5865972312027443
