party,mini_baseline,aug_baseline,mini_crw_E5-INSTRUCT_α0.3,aug_crw_E5-INSTRUCT_α0.3,mini_crw_E5-INSTRUCT_α0.4,aug_crw_E5-INSTRUCT_α0.4,mini_crw_ANSWER-CORR_α0.3,aug_crw_ANSWER-CORR_α0.3,mini_crw_ANSWER-CORR_α0.4,aug_crw_ANSWER-CORR_α0.4,mini_crw_QWEN3_α0.6,aug_crw_QWEN3_α0.6
SP,0.12502733901984497,0.11485922405193665,0.12340833560046827,0.11427110172249237,0.12383909186443727,0.11441046404318833,0.12449922917299738,0.11485922405193665,0.12415782482756069,0.11424843034017844,0.12283755021044077,0.11326155840414939
Green,0.12615157286048573,0.16144091304322739,0.12656299176895097,0.1613188876619465,0.1257254842340505,0.1614722528952487,0.12597286902342072,0.16144091304322739,0.12635828252276182,0.16147625372742275,0.12598487151993987,0.16138756861425219
GLP,0.14510684889122624,0.14502949946921329,0.14428401107429364,0.1438485871727896,0.14482612383374752,0.14424200233647638,0.14479144995491405,0.14502949946921329,0.1451768634542554,0.14487346701446327,0.1452022020580183,0.14457940584974072
Centre,0.1809242989208312,0.16723545164059855,0.181701793973135,0.16789225492234716,0.18158243581330488,0.16735080896825555,0.18160444039025725,0.16723545164059855,0.1809769765444432,0.16750950864445502,0.18126970409844084,0.16766687470992803
FDP,0.04420986231803266,0.043122969577676,0.04400181904503196,0.04274955857485423,0.04413117928529523,0.04260486181126055,0.0443032150687381,0.043122969577676,0.04424186897541736,0.042847578963094865,0.043837118120572914,0.042392817706086744
SVP,0.048710798512760396,0.049253578077576604,0.048858162497802615,0.049468289404199305,0.048766143357821486,0.0495336363296932,0.04882148820288266,0.049253578077576604,0.049217570588018865,0.04952696827607134,0.04918623073599632,0.04996839342583605
