party,original,original_crw,worst_case,worst_case_crw,realistic,realistic_crw
SP,0.13203146254420134,0.13210547793940336,0.11801254660969451,0.12044705298701931,0.12575215644853643,0.1300950597724254
Green,0.1353834930998901,0.13476003008624868,0.1417601527784309,0.14046321634898662,0.1385374824630075,0.13639703725040547
GLP,0.16196035442036616,0.16103216135620885,0.2035936808189088,0.19171387648627944,0.17940998394330063,0.16739415131678514
Centre,0.17452696827605796,0.17572054987436275,0.1668727095235754,0.1688497874224422,0.170839534623194,0.17378281349186359
FDP,0.04323966051605851,0.04321298830157131,0.04490667392151315,0.04472863688981084,0.04448658654333897,0.0439158011533112
SVP,0.046647035916806634,0.046852411968358744,0.048395399576448526,0.04803732509695671,0.047485877062431965,0.047153141186703114
