lambda,base_jaccard_mean,base_jaccard_lo,base_jaccard_hi,base_spearman_mean,base_spearman_lo,base_spearman_hi,base_kendall_mean,base_kendall_lo,base_kendall_hi,crw_jaccard_mean,crw_jaccard_lo,crw_jaccard_hi,crw_spearman_mean,crw_spearman_lo,crw_spearman_hi,crw_kendall_mean,crw_kendall_lo,crw_kendall_hi
0.0,0.7597743142695931,0.7597743142695931,0.7597743142695931,0.9827126797360176,0.9827126797360176,0.9827126797360176,0.9217260392936868,0.9217260392936868,0.9217260392936868,0.8221771811835371,0.8221771811835371,0.8221771811835371,0.992692080916553,0.992692080916553,0.992692080916553,0.9494810205821074,0.9494810205821074,0.9494810205821074
0.05,0.7467728705137398,0.74168929326039,0.7516783765911951,0.9842502552126342,0.9840606691330288,0.9844416932868243,0.9215046359007714,0.9208441151206453,0.9221583895512625,0.812297603150151,0.8080750546614319,0.816341479895624,0.9933967979912328,0.9933025863111394,0.9934928026702927,0.9494753535456205,0.9489756857715108,0.9499594173734716
0.1,0.7346273387157294,0.7279076462781914,0.7411724170206353,0.9856040065980163,0.9853611108289875,0.98585008392723,0.9219115792976446,0.9210694746363248,0.9227494600855352,0.8030388435258269,0.7973748420281336,0.808488651811857,0.9939924703472471,0.9938710574359771,0.994115981251353,0.9497818814075343,0.9491491842356362,0.9504039718513309
0.2,0.7149753264948931,0.7074642582087173,0.7220758959796758,0.9878211662304299,0.9875480622962824,0.9880932467585279,0.9237787391105414,0.9228329321076588,0.9247521986087005,0.7879162347351423,0.7816268141388654,0.7938316589199371,0.994900943362053,0.9947661977144175,0.9950332244543756,0.9507894075902588,0.9500791145395717,0.9515121388123157
0.4,0.6912901958294152,0.6853016463479465,0.6972719910263601,0.9905877843464935,0.9903377730745113,0.9908239947021472,0.9279796020792606,0.927062349801288,0.9289092023459746,0.7672875664061977,0.7621447041430773,0.7724967760248556,0.995808533757078,0.9956809109637885,0.9959274877602159,0.952095309345706,0.9513892139422382,0.9527916791767662
0.6,0.6770643321137251,0.672032304120002,0.6822324339480554,0.9917784428179507,0.9915758970863578,0.9919961288843476,0.9305663895048774,0.9297097111698488,0.9314487436633353,0.7512445179414938,0.7469589649224243,0.755644001790313,0.9959290555461515,0.9958233739990209,0.9960366059160254,0.9515615855480306,0.9509406376482779,0.9521976928477525
0.8,0.6681050567676264,0.6639485251776027,0.6721197243677516,0.9920639847060443,0.9918959085219868,0.9922293602511928,0.9315971240288445,0.9308962510540626,0.9323013667406559,0.7389257691572672,0.7352482960010057,0.7425211394911233,0.9956894737347752,0.9955930918572752,0.9957818741112916,0.9500184106100769,0.9494660186170447,0.950544375093747
1.0,0.6658475461573871,0.6623297302126264,0.6693679148981696,0.9919547119546449,0.9918075244094211,0.99209641348852,0.9323626841548405,0.9317384342372117,0.9329703815195894,0.7330466931649454,0.7299364621779174,0.7361520334555282,0.995383953016148,0.9952995492491167,0.9954670905414249,0.9488672806404164,0.9483957190729545,0.9493385030988494
