alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
0.01,0.8152282446867533,0.8461538461538461,0.6744186046511628,0.995153609033436,0.9593139023244116
0.1,0.8152282446867533,0.8461538461538461,0.6744186046511628,0.995153609033436,0.9593139023244116
0.2,0.8152282446867533,0.8461538461538461,0.6744186046511628,0.995153609033436,0.9593139023244116
0.3,0.8152757726160798,0.8461538461538461,0.6744186046511628,0.9951549955076846,0.959204596653868
0.4,0.8149175460745012,0.8461538461538461,0.6744186046511628,0.9951145683927693,0.958966992853995
0.5,0.8307773059330522,0.8461538461538461,0.6744186046511628,0.9960405672673418,0.962974976972429
0.6,0.8278009884909776,0.8461538461538461,0.6744186046511628,0.995872903469513,0.9622059210915729
0.7,0.8515437319491174,0.8461538461538461,0.7142857142857143,0.997102093343032,0.9687368128859444
0.8,0.9175076876080461,0.9459459459459459,0.8461538461538461,0.9990734376616396,0.982839026154472
0.9,0.9847403419118969,1.0,0.9459459459459459,0.999965881677693,0.9971212489583229
1.0,0.9104060750137706,0.9459459459459459,0.8,0.9986923016594969,0.9791048506189479
1.1,0.8510548776350135,0.8461538461538461,0.7142857142857143,0.9958101490166965,0.9613513424135234
1.2,0.8045117053914268,0.8,0.6363636363636364,0.9918064698863797,0.9448915137368845
1.3,0.7697487979943112,0.8,0.6,0.987165925866206,0.9300558389271765
1.4,0.7422213755289558,0.7560975609756098,0.5652173913043478,0.9821984665592013,0.9166832379119225
1.5,0.7205316622448037,0.7142857142857143,0.5319148936170213,0.9771448231423466,0.904720163325662
1.8,0.6756007484123245,0.6744186046511628,0.46938775510204084,0.9626607007752881,0.8757122332938712
2.1,0.6487480436173343,0.6363636363636364,0.4117647058823529,0.9501076910240364,0.8543505132016037
2.4,0.631467794441128,0.6363636363636364,0.38461538461538464,0.9396201762836134,0.8382355226634766
2.7,0.6183437756819892,0.6363636363636364,0.38461538461538464,0.9308694423811328,0.8256298667112468
3.0,0.6090773241993751,0.6,0.3584905660377358,0.9235390477400988,0.8156009175118577
