alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
0.01,0.7290770117617809,0.7560975609756098,0.6,0.9914443635835276,0.9366505424311568
0.1,0.7290770117617809,0.7560975609756098,0.6,0.9914443635835276,0.9366505424311568
0.2,0.7332514612914689,0.7560975609756098,0.6,0.9917406009763424,0.9376120632519818
0.3,0.7378007347599398,0.7560975609756098,0.6,0.99225424303026,0.939281587266502
0.4,0.7411254485925592,0.7560975609756098,0.6,0.9923991147792888,0.9401238828256304
0.5,0.7382845884295764,0.7560975609756098,0.6,0.992184417260682,0.939291117898577
0.6,0.7445413445457079,0.7560975609756098,0.6,0.9927065059411514,0.9415005886424996
0.7,0.7427191897402685,0.7560975609756098,0.6,0.9925369169086448,0.9408438899228148
0.8,0.7411622725529687,0.7560975609756098,0.6,0.9924094793189,0.940356599629269
0.9,0.7398989753243401,0.7560975609756098,0.6,0.9923089138087372,0.9399750602743014
1.0,0.7390795805855465,0.7560975609756098,0.6,0.9922280337460953,0.9396710697377166
1.1,0.7383576106902802,0.7560975609756098,0.6,0.9921615570819348,0.939423296813783
1.2,0.737747316524174,0.7560975609756098,0.6,0.9921060959908352,0.9392150237962252
1.3,0.7371818760544725,0.7560975609756098,0.6,0.9920594934550626,0.9390436247347088
1.4,0.7367869926454695,0.7560975609756098,0.6,0.9920191491873606,0.9388944588827416
1.5,0.7364442094884718,0.7560975609756098,0.6,0.991984821706232,0.9387685929957704
1.8,0.7356473280928703,0.7560975609756098,0.6,0.9919038782432296,0.938473669971256
2.1,0.7349911351446279,0.7560975609756098,0.6,0.9918486345449634,0.9382736105712408
2.4,0.7345683529064536,0.7560975609756098,0.6,0.991808113348316,0.9381256941084816
2.7,0.7342779728010307,0.7560975609756098,0.6,0.9917771556517568,0.9380126323731292
3.0,0.734017718519052,0.7560975609756098,0.6,0.9917532453075572,0.9379241062853716
