model,clone_type,alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
qwen3,negation_easy,1.0,0.5854207651748694,0.5652173913043478,0.4117647058823529,0.9560885808137884,0.8529979626966139
qwen3,negation_easy,1.1,0.576480335036186,0.5652173913043478,0.4117647058823529,0.953930116297293,0.8488064315576187
qwen3,negation_easy,1.2,0.5623921584212928,0.5319148936170213,0.3846153846153846,0.9495459322837329,0.8412290107330971
qwen3,negation_easy,1.3,0.5509819065404934,0.5319148936170213,0.3846153846153846,0.9457582606881908,0.8349056083194748
qwen3,negation_easy,1.4,0.5412500959345944,0.5319148936170213,0.3584905660377358,0.9424619398266514,0.8295523932977334
qwen3,negation_easy,1.5,0.5333711634438812,0.5,0.3584905660377358,0.939574567676714,0.8249721133995962
qwen3,negation_easy,1.8,0.5153668900206111,0.5,0.3333333333333333,0.932740882615744,0.8144934793962415
qwen3,negation_easy,2.1,0.5031320301312372,0.4693877551020408,0.3333333333333333,0.9277878661032576,0.8071718740075104
qwen3,negation_easy,2.4,0.4943300237286526,0.4693877551020408,0.3090909090909091,0.9240408730666898,0.8017698033654389
qwen3,negation_easy,2.7,0.4878180004155776,0.4693877551020408,0.3090909090909091,0.921113993506156,0.7976301767957784
qwen3,negation_easy,3.0,0.4826817076509561,0.4693877551020408,0.3090909090909091,0.9187637454971314,0.7943486619415657
sbert,negation_easy,0.01,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
sbert,negation_easy,0.1,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
sbert,negation_easy,0.2,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
sbert,negation_easy,0.3,0.4430877482164223,0.4117647058823529,0.2631578947368421,0.8981119647620396,0.7671570285659701
sbert,negation_easy,0.4,0.4537538243981399,0.4117647058823529,0.2857142857142857,0.9037936130701448,0.774423700224711
sbert,negation_easy,0.5,0.4701442277764871,0.44,0.2857142857142857,0.911753039633914,0.7852535764393765
sbert,negation_easy,0.6,0.4990246985968525,0.4693877551020408,0.3090909090909091,0.9240628948287232,0.8030166425993223
sbert,negation_easy,0.7,0.5276837016783356,0.5,0.3584905660377358,0.934549165765604,0.8193863371578476
sbert,negation_easy,0.8,0.5622003561311475,0.5319148936170213,0.3846153846153846,0.9464231790546348,0.838542077969901
sbert,negation_easy,0.9,0.5887074734920982,0.5652173913043478,0.4117647058823529,0.9548184017665092,0.8529642145736703
sbert,negation_easy,1.0,0.6090683883789367,0.6,0.44,0.9606897001672038,0.8636340941734
sbert,negation_easy,1.1,0.6153301808659193,0.6,0.44,0.9624568700361388,0.8670616190916403
sbert,negation_easy,1.2,0.6036153979347066,0.6,0.44,0.95983221539337,0.8618794118122584
sbert,negation_easy,1.3,0.588597361895808,0.5652173913043478,0.4117647058823529,0.9558084625857164,0.8542725253178626
sbert,negation_easy,1.4,0.5806721667805549,0.5652173913043478,0.4117647058823529,0.9536790384174478,0.8501363322084455
sbert,negation_easy,1.5,0.5795801665654453,0.5652173913043478,0.4117647058823529,0.9529374694107862,0.849107086486443
sbert,negation_easy,1.8,0.5515092689652542,0.5319148936170213,0.3846153846153846,0.944245510732744,0.8341230353617719
sbert,negation_easy,2.1,0.5329925126191946,0.5,0.3584905660377358,0.9378488323005773,0.8237342374712439
sbert,negation_easy,2.4,0.5198670887459836,0.5,0.3333333333333333,0.93296299451257,0.8160984651600875
sbert,negation_easy,2.7,0.5098188290163522,0.5,0.3333333333333333,0.929120794727562,0.8102433802788025
sbert,negation_easy,3.0,0.5018976782204586,0.4693877551020408,0.3333333333333333,0.9260168274512696,0.8055950862791088
bge_m3,negation_hard,0.01,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
bge_m3,negation_hard,0.1,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
bge_m3,negation_hard,0.2,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
bge_m3,negation_hard,0.3,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
bge_m3,negation_hard,0.4,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
bge_m3,negation_hard,0.5,0.4417566201095553,0.4117647058823529,0.2631578947368421,0.897939544139873,0.7667130979962872
bge_m3,negation_hard,0.6,0.4460355245454254,0.4117647058823529,0.2631578947368421,0.8999305394751186,0.7691655390860986
bge_m3,negation_hard,0.7,0.4584596323510673,0.44,0.2857142857142857,0.9061791470131738,0.7773938515665751
bge_m3,negation_hard,0.8,0.4760438445838162,0.44,0.3090909090909091,0.9135060724972937,0.7878863993214962
bge_m3,negation_hard,0.9,0.4814575314977649,0.4693877551020408,0.3090909090909091,0.9155353459850092,0.7909917298736471
bge_m3,negation_hard,1.0,0.477123720168465,0.44,0.3090909090909091,0.9137143504429912,0.7883977209320322
bge_m3,negation_hard,1.1,0.4736292138900542,0.44,0.2857142857142857,0.9122574029882236,0.7863289308319703
bge_m3,negation_hard,1.2,0.4814596847670956,0.4693877551020408,0.3090909090909091,0.9168672903511212,0.7924357249756806
bge_m3,negation_hard,1.3,0.4782810826272624,0.44,0.3090909090909091,0.9155144693315282,0.7905124212745532
bge_m3,negation_hard,1.4,0.475420219168655,0.44,0.3090909090909091,0.914247782991802,0.7887376332237878
bge_m3,negation_hard,1.5,0.4729309918605654,0.44,0.2857142857142857,0.9131443536673226,0.7871998500576096
bge_m3,negation_hard,1.8,0.4671959130503884,0.44,0.2857142857142857,0.9105585801933644,0.7836370094983954
bge_m3,negation_hard,2.1,0.4631201232061445,0.44,0.2857142857142857,0.9087024193124148,0.7811083040174968
bge_m3,negation_hard,2.4,0.4602969760595142,0.44,0.2857142857142857,0.907305594812271,0.7792205573486516
bge_m3,negation_hard,2.7,0.4579872533977122,0.44,0.2857142857142857,0.9062176753940596,0.7777622302165377
bge_m3,negation_hard,3.0,0.4562211982470531,0.44,0.2857142857142857,0.9053445622842,0.776595489230366
e5,negation_hard,0.01,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5,negation_hard,0.1,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5,negation_hard,0.2,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5,negation_hard,0.3,0.4431733824681369,0.4117647058823529,0.2631578947368421,0.8988140982877956,0.7677799896015199
e5,negation_hard,0.4,0.4601371324451227,0.44,0.2857142857142857,0.9072491472762496,0.7787767485953241
e5,negation_hard,0.5,0.475202982691448,0.44,0.3090909090909091,0.9141176756132228,0.7883442286653247
e5,negation_hard,0.6,0.46909904268768,0.44,0.2857142857142857,0.9111192952998508,0.7842473211490077
e5,negation_hard,0.7,0.4635863178681205,0.44,0.2857142857142857,0.9097369346657246,0.7816418205316935
e5,negation_hard,0.8,0.4606910221419483,0.44,0.2857142857142857,0.9082298801408888,0.7796885651660816
e5,negation_hard,0.9,0.4583345775803416,0.44,0.2857142857142857,0.9070533768741594,0.7781774285561024
e5,negation_hard,1.0,0.4565735363226372,0.44,0.2857142857142857,0.906111909774172,0.7769760036758927
e5,negation_hard,1.1,0.4550057125707329,0.44,0.2857142857142857,0.9053360739580232,0.7759906874551473
e5,negation_hard,1.2,0.4538133463286952,0.4117647058823529,0.2857142857142857,0.904686576310942,0.7751701731505503
e5,negation_hard,1.3,0.4528548916035483,0.4117647058823529,0.2857142857142857,0.9041360541826692,0.7744737651129158
e5,negation_hard,1.4,0.4519412610063593,0.4117647058823529,0.2857142857142857,0.9036613982333644,0.7738750369087445
e5,negation_hard,1.5,0.4511405236095828,0.4117647058823529,0.2857142857142857,0.9032476695134872,0.7733533497430058
e5,negation_hard,1.8,0.4493793056847845,0.4117647058823529,0.2857142857142857,0.90228208814557,0.7721423052739192
e5,negation_hard,2.1,0.4480757300651945,0.4117647058823529,0.2631578947368421,0.9015927369542788,0.7712846220034777
e5,negation_hard,2.4,0.4471373992134376,0.4117647058823529,0.2631578947368421,0.9010660576980488,0.770628995394802
e5,negation_hard,2.7,0.4463564173595981,0.4117647058823529,0.2631578947368421,0.9006509906770196,0.7701140595964793
e5,negation_hard,3.0,0.4457464859710495,0.4117647058823529,0.2631578947368421,0.9003200241549185,0.7697066746596205
e5_asym,negation_hard,0.01,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym,negation_hard,0.1,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym,negation_hard,0.2,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym,negation_hard,0.3,0.4307465576531598,0.4117647058823529,0.2631578947368421,0.895609812919078,0.7604009370900515
e5_asym,negation_hard,0.4,0.4342064454771041,0.4117647058823529,0.2631578947368421,0.8974996555642283,0.7631636968128761
e5_asym,negation_hard,0.5,0.4476760630080085,0.4117647058823529,0.2857142857142857,0.9042524597794472,0.772430071269846
e5_asym,negation_hard,0.6,0.4586204005469596,0.44,0.2857142857142857,0.9091556071473814,0.7794849329704243
e5_asym,negation_hard,0.7,0.4582073511928459,0.44,0.2857142857142857,0.9089474617226428,0.7793720354420668
e5_asym,negation_hard,0.8,0.4608922204129579,0.44,0.2857142857142857,0.9096336727167008,0.7802843292025269
e5_asym,negation_hard,0.9,0.458605263277629,0.44,0.2857142857142857,0.9083792711697184,0.7787688065683441
e5_asym,negation_hard,1.0,0.4568847724150042,0.44,0.2857142857142857,0.9073579374097815,0.7775548050117667
e5_asym,negation_hard,1.1,0.4554119180847731,0.44,0.2857142857142857,0.9065098602796476,0.7765547476504239
e5_asym,negation_hard,1.2,0.4541941825001336,0.44,0.2857142857142857,0.9057947451560135,0.7757188632443294
e5_asym,negation_hard,1.3,0.4530938655122872,0.4117647058823529,0.2857142857142857,0.9051816305486572,0.7750037923419375
