alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
0.01,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
0.1,0.4467606307349874,0.4117647058823529,0.2631578947368421,0.8997196249489519,0.769547292209708
0.2,0.4834575960266243,0.4693877551020408,0.3090909090909091,0.9174407277504618,0.7934899484968929
0.3,0.5341516420147122,0.5,0.3584905660377358,0.937190487427074,0.822522066972433
0.4,0.5390743303202127,0.5319148936170213,0.3584905660377358,0.9394582478211088,0.8260817662672674
0.5,0.5179679733458908,0.5,0.3333333333333333,0.9318445421135644,0.8142240606499691
0.6,0.513278089350251,0.5,0.3333333333333333,0.9300623349118102,0.8114431336788557
0.7,0.5016403619830356,0.4693877551020408,0.3333333333333333,0.9255154579971796,0.8046824803528915
0.8,0.4932265794477173,0.4693877551020408,0.3090909090909091,0.9220730904509152,0.7996752767009542
0.9,0.4869724260797119,0.4693877551020408,0.3090909090909091,0.9193780436049416,0.7958217715156497
1.0,0.4819054742527863,0.4693877551020408,0.3090909090909091,0.917212223207036,0.7927554846485606
1.1,0.4778023663452617,0.44,0.3090909090909091,0.9154349199687004,0.790265381881148
1.2,0.4746418694830768,0.44,0.3090909090909091,0.9139541647683695,0.7882139590535622
1.3,0.4719357756802935,0.44,0.2857142857142857,0.9126979774908742,0.7864846230269531
1.4,0.4696047329563372,0.44,0.2857142857142857,0.9116181253154628,0.7850081887377779
1.5,0.4675263635523378,0.44,0.2857142857142857,0.9106821046237956,0.783734672629765
1.8,0.463028927685728,0.44,0.2857142857142857,0.9084935457859452,0.7807794320818281
2.1,0.4597706015170875,0.44,0.2857142857142857,0.9069301102864376,0.7786955244086602
2.4,0.4574265334611,0.44,0.2857142857142857,0.9057562741535866,0.7771413140981684
2.7,0.4556103668805563,0.44,0.2857142857142857,0.9048438494611224,0.775939997327705
3.0,0.4541119508558894,0.4117647058823529,0.2857142857142857,0.9041127575190512,0.7749830150284582
