party,original,original_crw,worst_case,worst_case_crw,realistic,realistic_crw
SP,0.13203146254420134,0.1314306709128759,0.1197415729138314,0.12328764382991104,0.12783925723216444,0.1297849952790102
Green,0.1353834930998901,0.13507009457966337,0.12993435968014194,0.1330203348963177,0.13477269938813077,0.1353308154762771
GLP,0.16196035442036616,0.16131422002441193,0.15369063431859592,0.1542927595606441,0.15726271064379638,0.15877835923203465
Centre,0.17452696827605796,0.17482102944077954,0.16572980513279822,0.16727946079450673,0.17008671136929066,0.1725225513573396
FDP,0.04323966051605851,0.043153642624337095,0.057649324392814845,0.05290367063016434,0.04902953147588568,0.045664164812952684
SVP,0.046647035916806634,0.04707379134860331,0.053759848715204145,0.05207149753815861,0.04950296328303272,0.04831004849008899
