alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
0.01,0.4523991231532311,0.4117647058823529,0.2631578947368421,0.9046678675160444,0.7762709791734831
0.1,0.4523991231532311,0.4117647058823529,0.2631578947368421,0.9046678675160444,0.7762709791734831
0.2,0.4527399698232696,0.4117647058823529,0.2857142857142857,0.9047788123774696,0.7763554219624814
0.3,0.4646139251523907,0.44,0.2857142857142857,0.9090287628483038,0.7821280037669146
0.4,0.4854238965494149,0.4693877551020408,0.3090909090909091,0.917201997650222,0.7936208506096724
0.5,0.5215801024474671,0.5,0.3333333333333333,0.9296772738871264,0.812510755365271
0.6,0.5565883488489357,0.5319148936170213,0.3846153846153846,0.9413049233822558,0.8311496501678357
0.7,0.5823652848188365,0.5652173913043478,0.4117647058823529,0.9495708568512768,0.84488964204946
0.8,0.5818895206211528,0.5652173913043478,0.4117647058823529,0.9516189818926366,0.8478721143622722
0.9,0.5711050334216916,0.5652173913043478,0.3846153846153846,0.9500002460640852,0.8442278289490618
1.0,0.5579972494827906,0.5319148936170213,0.3846153846153846,0.9463187486275232,0.8377838804467767
1.1,0.557592112404005,0.5319148936170213,0.3846153846153846,0.9452710792157638,0.8358834897485566
1.2,0.5479366570653268,0.5319148936170213,0.3584905660377358,0.9415511896687858,0.8299188274246204
1.3,0.5392868765922849,0.5,0.3584905660377358,0.938887506045266,0.8255776147565226
1.4,0.5320507764692821,0.5,0.3584905660377358,0.9365697245737662,0.8218712144393167
1.5,0.5260443042920425,0.5,0.3584905660377358,0.9345417512900912,0.818680862425093
1.8,0.5121156390596658,0.4693877551020408,0.3333333333333333,0.9297367958979252,0.8113096005324965
2.1,0.5024797418918823,0.4693877551020408,0.3333333333333333,0.9262409115912524,0.8060802186440265
2.4,0.4954793794324814,0.4693877551020408,0.3090909090909091,0.9235953836056344,0.8022080054801574
2.7,0.4901201062243907,0.4693877551020408,0.3090909090909091,0.921527601356,0.7992300221272767
3.0,0.4860002556816344,0.4693877551020408,0.3090909090909091,0.9198545343350856,0.7968400440530278
