alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
0.7,0.8517901114997781,0.8461538461538461,0.7142857142857143,0.9971122853615273,0.9687945129909344,0.5403940664453853,0.8486151316171331,0.7291240428220639
