alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
1.5,0.7203243895491686,0.7142857142857143,0.5319148936170213,0.9770905363896963,0.9045980220963021,0.5403940664453853,0.8486151316171331,0.7291240428220639
