alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
1.4,0.7419714732309128,0.7560975609756098,0.5652173913043478,0.9821478219427606,0.9165555826316463,0.5403940664453853,0.8486151316171331,0.7291240428220639
