alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
0.9,0.9843164997314955,1.0,0.9459459459459459,0.9999641234199735,0.9970341537134947,0.5403940664453853,0.8486151316171331,0.7291240428220639
