alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
0.1,0.8159320243139344,0.8461538461538461,0.6744186046511628,0.9951787978301785,0.9594959106646137,0.5403940664453853,0.8486151316171331,0.7291240428220639
