alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
1.2,0.8041626740469294,0.8,0.6363636363636364,0.9917682637394795,0.944754895151077,0.5403940664453853,0.8486151316171331,0.7291240428220639
