alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
2.4,0.6313880132073619,0.6363636363636364,0.38461538461538464,0.9395651822284147,0.8381538471572008,0.5403940664453853,0.8486151316171331,0.7291240428220639
