alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
0.01,0.627018214141275,0.6363636363636364,0.3846153846153846,0.934072538743575,0.8307407756584035
0.1,0.6484947336613892,0.6363636363636364,0.4117647058823529,0.9477850026845828,0.8509713108890592
0.2,0.704523779309167,0.7142857142857143,0.5,0.9705565812976952,0.8914040181094358
0.3,0.7648123874298498,0.7560975609756098,0.6,0.9852884006978888,0.9252933649688192
0.4,0.7718802578525649,0.8,0.6,0.986379541788916,0.9283994922289824
0.5,0.7426608169257418,0.7560975609756098,0.5652173913043478,0.980718980282707,0.9136006449906974
0.6,0.7301256758459165,0.7560975609756098,0.5319148936170213,0.9770867072202684,0.9049883576450938
0.7,0.7106900204924089,0.7142857142857143,0.5,0.971721762525575,0.8934944394175046
0.8,0.6973540355051856,0.7142857142857143,0.4693877551020408,0.9674742602948706,0.8850753116011041
0.9,0.6878547288514307,0.6744186046511628,0.4693877551020408,0.9640580862230662,0.8786545128357465
1.0,0.6807502892476229,0.6744186046511628,0.4693877551020408,0.9612608663135248,0.8735977998217564
1.1,0.6752886409717135,0.6744186046511628,0.44,0.958927689867434,0.8695002927547478
1.2,0.67068870494892,0.6744186046511628,0.44,0.9569632123062752,0.8661292049364524
1.3,0.666938549738896,0.6744186046511628,0.44,0.9552829955649084,0.8632928668641019
1.4,0.6634720416099102,0.6744186046511628,0.44,0.9538235030394652,0.8608549081232119
1.5,0.6604035827632303,0.6744186046511628,0.44,0.95255007433129,0.8587581948460692
1.8,0.6541958320983031,0.6744186046511628,0.4117647058823529,0.9495702710709998,0.8539535492817907
2.1,0.6501485172699459,0.6363636363636364,0.4117647058823529,0.9474155546314438,0.8505615987333314
2.4,0.6472750270464211,0.6363636363636364,0.4117647058823529,0.9457896519637636,0.8480436985084001
2.7,0.6451571154176766,0.6363636363636364,0.4117647058823529,0.9445208417781852,0.8461043187700106
3.0,0.6433695731364201,0.6363636363636364,0.4117647058823529,0.9435119950640726,0.8445780054941925
