party,original,original_crw,worst_case,worst_case_crw,realistic,realistic_crw
SP,0.13203146254420134,0.13223350456894176,0.14389126271596864,0.14076327876197264,0.13508743151908068,0.13457999263846002
Green,0.1353834930998901,0.1346233349870015,0.15735539658914124,0.15233901984944695,0.1453002224462572,0.13871151866253736
GLP,0.16196035442036616,0.16123086935413922,0.14568430233487495,0.1476953873072123,0.15418740431341327,0.15647988114859415
Centre,0.17452696827605796,0.17561052698960306,0.1600012802662906,0.16386408372940733,0.16873909773232068,0.1733600588922395
FDP,0.04323966051605851,0.04347837683571975,0.0374164492881217,0.03919215196761255,0.04165333055942709,0.04279756856093164
SVP,0.046647035916806634,0.04673372061389037,0.04291826033148592,0.04446791599319667,0.04534343143374142,0.046154266754154384
