party,original,original_crw,worst_case,worst_case_crw,realistic,realistic_crw
SP,0.13203146254420134,0.13223350456894176,0.17737356036720767,0.16593051354680322,0.14967779964898054,0.14052522924767175
Green,0.1353834930998901,0.1346233349870015,0.12967897322642843,0.13163337974298117,0.1330856818218128,0.13335773840958243
GLP,0.16196035442036616,0.16123086935413922,0.14346317367344594,0.14615906775274642,0.15282712137456347,0.15691663866082303
Centre,0.17452696827605796,0.17561052698960306,0.16256448007852026,0.16610254933025478,0.1702567467366454,0.17394151316806275
FDP,0.04323966051605851,0.04347837683571975,0.03816193768304121,0.03964624641925855,0.04186937549677414,0.04299294253205111
SVP,0.046647035916806634,0.04673372061389037,0.0440725004134233,0.04476931201690313,0.04560415233035467,0.046120926486045224
