party,original,original_crw,worst_case,worst_case_crw,realistic,realistic_crw
SP,0.13203146254420134,0.13178874539236696,0.14389126271596864,0.13176140637251757,0.13508743151908068,0.13174473623846272
Green,0.1353834930998901,0.13535815449612687,0.15735539658914124,0.13550618528653083,0.1453002224462572,0.13541016531437694
GLP,0.16196035442036616,0.16189100666269848,0.14568430233487495,0.16177431572431678,0.15418740431341327,0.16189033985733653
Centre,0.17452696827605796,0.17481102736034754,0.1600012802662906,0.17479769125310418,0.16873909773232068,0.1748036925013638
FDP,0.04323966051605851,0.043365686729510855,0.0374164492881217,0.04336301950806213,0.04165333055942709,0.043365019924148665
SVP,0.046647035916806634,0.04674238908359875,0.04291826033148592,0.046745056305047494,0.04534343143374142,0.04674905713722059
