n_pairs,n_questions,mean,median,std,min,max,p5,p10,p25,p75,p90,p95,has_clones
2775,75,0.8099193859475163,0.8229225099798546,0.12228282058267946,0.2245812095053702,0.9998965653196579,0.5952436741192975,0.6397472601033828,0.7260017908593281,0.9055341862559925,0.9653342400838524,0.9842866525601205,False
