target_party,cloned_questions,party,original,original_crw,crw_drift,worst_case,worst_case_crw,delta_attack_worst,delta_crw_worst,reduction_worst,realistic,realistic_crw,delta_attack_realistic,delta_crw_realistic,reduction_realistic
Green,32217;32240;32251;32221;32266,SP,0.13203146254420134,0.1320614687854996,3.000624129825824e-05,0.14389126271596864,0.13227751372284643,0.011859800171767299,0.0002160449373468376,98.17834251658691,0.13508743151908068,0.13214882028794547,0.003055968974879336,8.735150244587597e-05,97.14161029892901
Green,32217;32240;32251;32221;32266,Green,0.1353834930998901,0.13554352638681263,0.00016003328692254515,0.15735539658914124,0.13566155093591867,0.021971903489251154,0.00011802454910603277,99.46283876058453,0.1453002224462572,0.13562754386244738,0.009916729346367115,8.40174756347456e-05,99.15277030661804
Green,32217;32240;32251;32221;32266,GLP,0.16196035442036616,0.162376440966367,0.00041608654600083783,0.14568430233487495,0.16214372589496595,-0.01627605208549121,-0.0002327150714010462,98.57019951657384,0.15418740431341327,0.16225708280653678,-0.007772950106952892,-0.00011935815983021847,98.46444196620466
Green,32217;32240;32251;32221;32266,Centre,0.17452696827605796,0.17440427608941647,-0.00012269218664148762,0.1600012802662906,0.17435159846580378,-0.014525688009767362,-5.267762361269024e-05,99.63734851266757,0.16873909773232068,0.17437827068029116,-0.005787870543737278,-2.6005409125312573e-05,99.55069124423574
Green,32217;32240;32251;32221;32266,FDP,0.04323966051605851,0.04328100244851398,4.134193245547424e-05,0.0374164492881217,0.04330500744155256,-0.00582321122793681,2.400499303857606e-05,99.58777052559226,0.04165333055942709,0.043295672166482,-0.0015863299566314173,1.4669717968020246e-05,99.07524169819175
Green,32217;32240;32251;32221;32266,SVP,0.046647035916806634,0.046869748907775496,0.00022271299096886243,0.04291826033148592,0.046879750988208214,-0.003728775585320712,1.0002080432718052e-05,99.73175965665261,0.04534343143374142,0.04687174932386204,-0.0013036044830652127,2.0004160865422227e-06,99.84654731457823
