party,mini_baseline,aug_baseline,delta_attack,mini_crw_E5-INSTRUCT_α0.3,aug_crw_E5-INSTRUCT_α0.3,crw_drift_E5-INSTRUCT_α0.3,delta_crw_E5-INSTRUCT_α0.3,reduction_E5-INSTRUCT_α0.3,mini_crw_E5-INSTRUCT_α0.4,aug_crw_E5-INSTRUCT_α0.4,crw_drift_E5-INSTRUCT_α0.4,delta_crw_E5-INSTRUCT_α0.4,reduction_E5-INSTRUCT_α0.4,mini_crw_ANSWER-CORR_α1.0,aug_crw_ANSWER-CORR_α1.0,crw_drift_ANSWER-CORR_α1.0,delta_crw_ANSWER-CORR_α1.0,reduction_ANSWER-CORR_α1.0,mini_crw_ANSWER-CORR_α1.1,aug_crw_ANSWER-CORR_α1.1,crw_drift_ANSWER-CORR_α1.1,delta_crw_ANSWER-CORR_α1.1,reduction_ANSWER-CORR_α1.1,mini_crw_ANSWER-CORR_α1.5,aug_crw_ANSWER-CORR_α1.5,crw_drift_ANSWER-CORR_α1.5,delta_crw_ANSWER-CORR_α1.5,reduction_ANSWER-CORR_α1.5,mini_crw_QWEN3_α0.6,aug_crw_QWEN3_α0.6,crw_drift_QWEN3_α0.6,delta_crw_QWEN3_α0.6,reduction_QWEN3_α0.6
SP,0.12502733901984497,0.13513477469979499,0.010107435679950011,0.12340833560046827,0.1348273774278297,-0.0016190034193767078,0.01141904182736142,-12.976645995514225,0.12383909186443727,0.13517811704833707,-0.001188247155407704,0.0113390251838998,-12.18498482649637,0.12427651618202878,0.13481604173667144,-0.0007508228378161896,0.01053952555464266,-4.274970312695436,0.12400379278889645,0.13426259328606127,-0.0010235462309485244,0.010258800497164822,-1.4975590447245724,0.12569147716057832,0.1348900571318745,0.0006641381407333502,0.009198579971296167,8.991951444783663,0.12283755021044077,0.1332903910680004,-0.0021897888094042084,0.010452840857559625,-3.4173373795965967
Green,0.12615157286048573,0.13297032449415402,0.006818751633668296,0.12656299176895097,0.133058342801961,0.0004114189084652442,0.006495351033010022,4.742812438884714,0.1257254842340505,0.1329303161724222,-0.00042608862643522816,0.0072048319383717085,-5.662037942504039,0.1264116269517366,0.13312302292209335,0.00026005409125087753,0.006711395970356748,1.5744181498189236,0.12665634451965652,0.13283629661635504,0.0005047716591707885,0.006179952096698527,9.368276941128496,0.1256314646779836,0.1327122708189897,-0.0005201081825021159,0.007080806141006091,-3.843144924708408,0.12598487151993987,0.13296832407806705,-0.0001667013405458606,0.0069834525581271845,-2.4154116956784266
GLP,0.14510684889122624,0.15936714836684115,0.014260299475614913,0.14428401107429364,0.15840894906138583,-0.0008228378169325978,0.01412493798709219,0.949219115308142,0.14482612383374752,0.15854030971773594,-0.00028072505747872567,0.013714185883988428,3.82960815486616,0.14528488592292865,0.1594738372247902,0.00017803703170241048,0.014188951301861541,0.5003273169359224,0.14527821786930706,0.16004662303090403,0.00017136897808081586,0.01476840516159697,-3.5630786495817857,0.14485746368577035,0.16068075493033948,-0.00024938520545589316,0.015823291244569132,-10.960441410272859,0.1452022020580183,0.15944116376204426,9.535316679204486e-05,0.01423896170402597,0.14963059945150015
Centre,0.1809242989208312,0.17849846101321387,-0.0024258379076173286,0.181701793973135,0.17909991944990147,0.0007774950523037893,-0.002601874523233516,-7.256734469496839,0.18158243581330488,0.17860248264971337,0.0006581368924736819,-0.002979953163591509,-22.842221000595853,0.1808196104789692,0.1786431577768065,-0.00010468844186201087,-0.0021764527021626845,10.280373831720347,0.18079627229129228,0.17866049471622344,-0.0001280266295389243,-0.0021357775750688313,11.957119296292806,0.1810789977648575,0.17878518731895046,0.00015469884402630196,-0.0022938104459070408,5.442550852046257,0.18126970409844084,0.17901256794745476,0.0003454051776096423,-0.0022571361509860777,6.954370533229515
FDP,0.04420986231803266,0.051762099850106894,0.007552237532074235,0.04400181904503196,0.05169942014606187,-0.00020804327300069647,0.007697601101029905,-1.9247748543171905,0.04413117928529523,0.051379353572214535,-7.868303273742688e-05,0.007248174286919304,4.026134557653672,0.04416185233195561,0.05153938685913807,-4.800998607704804e-05,0.0073775345271824624,2.313261522162302,0.04409850582254837,0.05141069342423695,-0.0001113564954842855,0.007312187601688579,3.1785272823605992,0.044108507902981126,0.05123465680862083,-0.00010135441505153275,0.007126148905639708,5.641885926189893,0.043837118120572914,0.05137068510250597,-0.00037274419745974424,0.007533566981933054,0.24721878862903335
SVP,0.048710798512760396,0.04957631187287291,0.0008655133601125145,0.048858162497802615,0.04974968126704011,0.00014736398504221898,0.000891518769237494,-3.004622496133269,0.048766143357821486,0.049897045252082564,5.534484506108939e-05,0.0011309018942610785,-30.66255778120677,0.04907220701906313,0.04972834349545045,0.0003614085063027364,0.0006561364763873201,24.191063174111605,0.049200233648602064,0.049861704567886835,0.0004894351358416676,0.0006614709192847706,23.57473035438977,0.049052202858197676,0.049745680434867136,0.0003414043454372795,0.0006934775766694601,19.876733436060444,0.04918623073599632,0.05011909143768916,0.00047543222323592066,0.0009328607016928434,-7.781201848989805
