alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
1.3,0.8230026809461863,0.8461538461538461,0.6363636363636364,0.9878283077225025,0.9383825693102562,0.6226850669859675,0.8568298484800321,0.7666676090278263
