party,original,original_crw,crw_drift,delta_attack_worst_case,delta_crw_worst_case,reduction_worst_case,delta_attack_realistic,delta_crw_realistic,reduction_realistic
SP,0.1320314625442013,0.1322335045689417,0.0002020420247403898,0.0453420978230063,0.03369700897786149,25.682730628392246,0.017646337104779197,0.00829172467872999,53.01163845224104
Green,0.1353834930998901,0.1346233349870015,-0.0007601581128885981,0.0219719034892511,0.017715684862445402,19.37118752086221,0.009916729346367115,0.004088183675535817,58.77487896719216
GLP,0.1619603544203661,0.1612308693541392,-0.0007294850662269148,0.0416333263985427,0.02921274291718262,29.833271938114546,0.017449629522934496,0.006664719595006113,61.805953609235644
Centre,0.1745269682760579,0.175610526989603,0.0010835587135450964,0.04758923189355618,0.03490259307268509,26.65863330017084,0.018261131648712486,0.01048351390422389,42.59110494412849
FDP,0.0432396605160585,0.0434783768357197,0.00023871631966120022,0.014409663876756303,0.010528856668856001,26.9319759370674,0.005789870959827102,0.002427838323705196,58.067488195320735
SVP,0.0466470359168066,0.0467337206138903,8.668469708369986e-05,0.013668176314008303,0.009339942708084303,31.666504049176325,0.004710979883816503,0.001861053765850204,60.49539985845769
