party,original,original_crw,crw_drift,delta_attack_worst_case,delta_crw_worst_case,reduction_worst_case,delta_attack_realistic,delta_crw_realistic,reduction_realistic
SP,0.1320314625442013,0.1315693664282093,-0.0004620961159920167,0.0453420978230063,0.00010135441505190745,99.77646730098914,0.017646337104779197,-3.334026810686286e-06,99.98110640870743
Green,0.1353834930998901,0.1356608841305574,0.00027739103066731774,0.0219719034892511,2.000416086195278e-06,99.99089557221488,0.009916729346367115,-1.1335691157215999e-05,99.88569123184381
GLP,0.1619603544203661,0.1622970911282673,0.00033673670790118626,0.0416333263985427,3.3340268109083304e-06,99.99199192786328,0.017449629522934496,-1.3336107243799855e-06,99.99235736940646
Centre,0.1745269682760579,0.1742049012861232,-0.0003220669899346995,0.04758923189355618,0.0006021252420501944,98.73474477714417,0.018261131648712486,0.00037474461354639055,97.94785656904888
FDP,0.0432396605160585,0.0433616858973378,0.00012202538127929763,0.014409663876756303,0.0,100.0,0.005789870959827102,1.3336107244008022e-06,99.97696648623685
SVP,0.0466470359168066,0.0469784381818112,0.00033140226500460307,0.013668176314008303,2.0004160865005893e-06,99.98536442579797,0.004710979883816503,-4.000832173105262e-06,99.91507430997851
