party,mini_baseline,aug_baseline,delta_attack,crw_drift_E5-INSTRUCT_α0.3,delta_crw_E5-INSTRUCT_α0.3,reduction_E5-INSTRUCT_α0.3,crw_drift_E5-INSTRUCT_α0.4,delta_crw_E5-INSTRUCT_α0.4,reduction_E5-INSTRUCT_α0.4,crw_drift_ANSWER-CORR_α0.3,delta_crw_ANSWER-CORR_α0.3,reduction_ANSWER-CORR_α0.3,crw_drift_ANSWER-CORR_α0.4,delta_crw_ANSWER-CORR_α0.4,reduction_ANSWER-CORR_α0.4,crw_drift_QWEN3_α0.6,delta_crw_QWEN3_α0.6,reduction_QWEN3_α0.6
SP,0.1250273390198449,0.1585323080533915,0.033504969033546605,-0.001619003419376694,0.034972607635708905,-4.380361016578882,-0.00118824715540769,0.03465454147794789,-3.4310506099864746,-0.0005281098468475909,0.034033078880394196,-1.5762135052828308,-0.0008695141922842875,0.033939726129687986,-1.2975899058616847,-0.0021897888094041945,0.0338870485060767,-1.1403665890499237
Green,0.1261515728604857,0.1614409130432273,0.0352893401827416,0.0004114189084651887,0.0347558958929956,1.511630104115358,-0.0004260886264352004,0.03574676866119819,-1.2962228142772148,-0.00017870383706500292,0.035468044019806605,-0.5063960848789018,0.00020670966227609444,0.0351179712046609,0.4856111709464983,-0.00016670134054588837,0.03540269709431229,-0.3212213971235611
GLP,0.1451068488912262,0.1767847712323927,0.03167792234116651,-0.0008228378169325978,0.03149121683975592,0.5893868272034974,-0.0002807250574786979,0.03110847056186361,1.7976298229725685,-0.00031539893631218896,0.0319933212774787,-0.9956427473853502,7.001456302921372e-05,0.03148588239685829,0.6062264508384652,9.535316679210037e-05,0.031893300473151504,-0.6798998042403248
Centre,0.1809242989208312,0.198069865198613,0.0171455662777818,0.0007774950523037893,0.01680816276451791,1.9678761715856363,0.0006581368924735986,0.01670080710120589,2.594018589821989,0.0006801414694259933,0.016465424808355805,3.9668650099201397,5.267762361199635e-05,0.017216914451535503,-0.41613191770843994,0.0003454051776095868,0.01710489115068911,0.23723408392405387
FDP,0.0442098623180326,0.0517620998501068,0.0075522375320742005,-0.0002080432730007034,0.007697601101029898,-1.924774854317568,-7.868303273740607e-05,0.007248174286919304,4.0261345576532275,9.33527507054957e-05,0.007458884781368705,1.2360939431397489,3.200665738469638e-05,0.007276180112130902,3.655306374711975,-0.0003727441974597026,0.007533566981932999,0.2472187886293109
SVP,0.0487107985127603,0.05390854631097,0.005197747798209702,0.00014736398504230225,0.005264428334427695,-1.2828736369425275,5.5344845061103265e-05,0.005453134251925396,-4.9134060295048965,0.00011068969012230367,0.005087058108087399,2.1295702373329672,0.0005067720752585034,0.004905687049573795,5.618986529829395,0.0004754322232360039,0.005502477848726796,-5.862732520844016
