target_party,observed_party,mini_baseline,aug_baseline,delta_attack,crw_drift_E5-INSTRUCT_α0.3,delta_crw_E5-INSTRUCT_α0.3,reduction_E5-INSTRUCT_α0.3,crw_drift_E5-INSTRUCT_α0.4,delta_crw_E5-INSTRUCT_α0.4,reduction_E5-INSTRUCT_α0.4,crw_drift_ANSWER-CORR_α1.0,delta_crw_ANSWER-CORR_α1.0,reduction_ANSWER-CORR_α1.0,crw_drift_ANSWER-CORR_α1.1,delta_crw_ANSWER-CORR_α1.1,reduction_ANSWER-CORR_α1.1,crw_drift_ANSWER-CORR_α1.5,delta_crw_ANSWER-CORR_α1.5,reduction_ANSWER-CORR_α1.5,crw_drift_QWEN3_α0.6,delta_crw_QWEN3_α0.6,reduction_QWEN3_α0.6
Centre,GLP,0.1451068488912262,0.1448381263302681,-0.00026872256095808456,-0.0008228378169325978,-0.000352740036593191,-31.265508685075204,-0.0002807250574786979,-0.0009495308357454768,-253.34987593155046,0.00017803703170241048,-0.0004260886264325081,-58.56079404474326,0.00017136897808081586,-0.00026605533950910254,0.9925558313646943,-0.00024938520545589316,0.0010502184454373176,-290.8188585628771,9.535316679210037e-05,-0.0005114397127915782,-90.32258064530455
Centre,Centre,0.1809242989208312,0.198069865198613,0.0171455662777818,0.0007774950523037893,0.01680816276451791,1.9678761715856363,0.0006581368924735986,0.01670080710120589,2.594018589821989,-0.00010468844186201087,0.017272926101957714,-0.7428149185189303,-0.00012802662953900756,0.017284261793116207,-0.8089293353590543,0.00015469884402630196,0.017994409503839293,-4.9508030957103655,0.0003454051776095868,0.01710489115068911,0.23723408392405387
Centre,FDP,0.0442098623180326,0.0454181136343064,0.0012082513162737993,-0.0002080432730007034,0.001146238417590803,5.132450331131578,-7.868303273740607e-05,0.000747488811006003,38.134657836646944,-4.800998607699947e-05,0.0010335483113819988,14.459161147912326,-0.00011135649548429938,0.000980203882407396,18.874172185443406,-0.000101354415051505,0.0007668261665092005,36.53421633554987,-0.0003727441974597026,0.0008755154405448023,27.538631346592823
Centre,SVP,0.0487107985127603,0.0492709150169932,0.0005601165042328979,0.00014736398504230225,0.0005074388806204019,9.404761904782665,5.5344845061103265e-05,0.0005147737396044988,8.095238095241964,0.00036140850630279886,0.0003560740634052026,36.428571428570855,0.0004894351358417023,0.00031473213094999897,43.80952380950865,0.0003414043454373003,0.0003454051776103015,38.333333333330756,0.0004754322232360039,0.0007181493750700943,-28.21428571429596
FDP,SP,0.1250273390198449,0.1351347746997949,0.010107435679950011,-0.001619003419376694,0.01141904182736149,-12.976645995514913,-0.00118824715540769,0.011339025183899787,-12.184984826496237,-0.0007508228378161896,0.010539525554642687,-4.274970312695703,-0.0010235462309484966,0.010258800497164794,-1.497559044724306,0.0006641381407334057,0.009198579971296195,8.991951444783385,-0.0021897888094041945,0.010452840857559695,-3.417337379597285
FDP,Green,0.1261515728604857,0.132970324494154,0.006818751633668296,0.0004114189084651887,0.006495351033010105,4.742812438883492,-0.0004260886264352004,0.0072048319383717085,-5.662037942504039,0.0002600540912509053,0.006711395970356693,1.574418149819734,0.0005047716591707885,0.006179952096698499,9.368276941128906,-0.0005201081825020881,0.007080806141006091,-3.843144924708408,-0.00016670134054588837,0.0069834525581271845,-2.4154116956784266
FDP,GLP,0.1451068488912262,0.1593671483668411,0.014260299475614913,-0.0008228378169325978,0.014124937987092218,0.9492191153079421,-0.0002807250574786979,0.0137141858839884,3.8296081548663485,0.00017803703170241048,0.014188951301861596,0.5003273169355338,0.00017136897808081586,0.014768405161596998,-3.5630786495819855,-0.00024938520545589316,0.015823291244569104,-10.960441410272658,9.535316679210037e-05,0.014238961704025915,0.14963059945188872
FDP,Centre,0.1809242989208312,0.1784984610132138,-0.002425837907617412,0.0007774950523037893,-0.0026018745232335994,-7.256734469496595,0.0006581368924735986,-0.002979953163591509,-22.842221000591636,-0.00010468844186201087,-0.0021764527021626845,10.280373831723422,-0.00012802662953900756,-0.0021357775750688035,11.95711929629698,0.00015469884402630196,-0.0022938104459070963,5.442550852047212,0.0003454051776095868,-0.0022571361509860777,6.954370533232712
FDP,FDP,0.0442098623180326,0.0517620998501068,0.0075522375320742005,-0.0002080432730007034,0.007697601101029898,-1.924774854317568,-7.868303273740607e-05,0.007248174286919304,4.0261345576532275,-4.800998607699947e-05,0.0073775345271824,2.3132615221626796,-0.00011135649548429938,0.0073121876016885995,3.1785272823598776,-0.000101354415051505,0.007126148905639701,5.641885926189549,-0.0003727441974597026,0.007533566981932999,0.2472187886293109
FDP,SVP,0.0487107985127603,0.0495763118728729,0.0008655133601125978,0.00014736398504230225,0.000891518769237501,-3.004622496124165,5.5344845061103265e-05,0.0011309018942610993,-30.662557781196597,0.00036140850630279886,0.0006561364763872993,24.191063174121297,0.0004894351358417023,0.0006614709192847984,23.574730354393925,0.0003414043454373003,0.0006934775766695017,19.876733436063343,0.0004754322232360039,0.0009328607016927948,-7.78120184897384
SVP,SP,0.1250273390198449,0.1251366950992437,0.00010935607939879799,-0.001619003419376694,0.0012462592219183999,-1039.6341463317845,-0.00118824715540769,0.0014069593142047865,-1186.5853658431827,-0.0007508228378161896,0.0006721398050793942,-514.6341463360675,-0.0010235462309484966,0.0004640965320791002,-324.3902438991438,0.0006641381407334057,-0.0007508228378159953,-586.5853658468376,-0.0021897888094041945,0.0005767866382880016,-427.43902438618466
SVP,Green,0.1261515728604857,0.130495809795098,0.0043442369346123055,0.0004114189084651887,0.00401150105888351,7.659247889491327,-0.0004260886264352004,0.005019043961141112,-15.533384497340453,0.0002600540912509053,0.004158865043925597,4.267075978517088,0.0005047716591707885,0.003944820522665815,9.194167306211531,-0.0005201081825020881,0.0047489877894565935,-9.316960859557932,-0.00016670134054588837,0.004582953254273686,-5.4950115119051235
SVP,GLP,0.1451068488912262,0.1513774865171819,0.0062706376259556995,-0.0008228378169325978,0.0061392769696057,2.0948532539380893,-0.0002807250574786979,0.0057345261147623006,8.549553381530172,0.00017803703170241048,0.006201289868289411,1.1059123777020896,0.00017136897808081586,0.00658403614618161,-4.997873245436435,-0.00024938520545589316,0.007922314508080397,-26.33985538070329,9.535316679210037e-05,0.00614661182859072,1.9778817524330639
SVP,Centre,0.1809242989208312,0.1916285253999367,0.010704226479105489,0.0007774950523037893,0.010219458980798624,4.528748520531822,0.0006581368924735986,0.010008081680986491,6.503457297711912,-0.00010468844186201087,0.0107135617541749,-0.08721111317695485,-0.00012802662953900756,0.01078224270648001,-0.7288357316318717,0.00015469884402630196,0.010641546775059102,0.5855603314142921,0.0003454051776095868,0.010448840025389011,2.385846882210396
SVP,FDP,0.0442098623180326,0.0441545174729717,-5.534484506090204e-05,-0.0002080432730007034,-6.934775766680168e-05,-25.301204819510637,-7.868303273740607e-05,-0.00043475709614249763,-685.5421686772931,-4.800998607699947e-05,-0.00021871215879560452,-295.1807228928574,-0.00011135649548429938,-0.0002620545073373018,-373.4939759049543,-0.000101354415051505,-0.00038941433151409854,-603.614457833576,-0.0003727441974597026,-0.0003153989363118975,-469.8795180740488
SVP,SVP,0.0487107985127603,0.05390854631097,0.005197747798209702,0.00014736398504230225,0.005264428334427695,-1.2828736369425275,5.5344845061103265e-05,0.005453134251925396,-4.9134060295048965,0.00036140850630279886,0.0050203775718691,3.412443874281379,0.0004894351358417023,0.004960365089272896,4.56703014752986,0.0003414043454373003,0.005015709934333902,3.502245028866169,0.0004754322232360039,0.005502477848726796,-5.862732520844016
