target_party,worst_case_attack_pp,worst_case_red_A,worst_case_red_B,worst_case_red_diff,worst_case_corr_A_pp,worst_case_corr_B_pp,realistic_attack_pp,realistic_red_A,realistic_red_B,realistic_red_diff,realistic_corr_A_pp,realistic_corr_B_pp
SP,4.53420978230063,27.007750113974726,25.23713584023519,-1.770614273739536,1.2245880476471516,1.1443046820404423,1.7646337104779197,56.77146311971213,51.866686819838705,-4.904776299873426,1.0018083761419798,0.9152570401308818
Green,2.19719034892511,21.723164699103936,22.83087007981972,1.1077053807157853,0.4772992782498181,0.5016376739694295,0.9916729346367115,66.9042495965746,66.44029047877157,-0.4639591178030287,0.6634713353710214,0.6588703783719896
GLP,4.16333263985427,28.534362637536503,31.585438121627696,3.051075484091193,1.187980433262939,1.315006854758699,1.7449629522934496,68.86010164698794,65.98647254385334,-2.873629103134604,1.201583262651551,1.1514394994155297
Centre,4.7589231893556185,21.741932771928575,24.381734366460982,2.6398015945324076,1.0346818804974178,1.1603080107325998,1.8261131648712485,37.68713941430243,36.65741619805621,-1.029723216246218,0.6882098143079579,0.66940590309435
FDP,1.4409663876756302,27.195742711708213,25.2753354928287,-1.9204072188795145,0.39188151135446037,0.3642090888239101,0.5789870959827103,64.14833582862806,53.94448923182866,-10.203846596799401,0.37141058673541005,0.3123316316460706
SVP,1.3668176314008302,25.051224509708348,31.032295833740463,5.981071324032115,0.3424045534804999,0.4241548908840299,0.4710979883816503,57.707006369428846,58.65534324133043,0.9483368719015814,0.2718565461616501,0.27632414208825995
