ID_question,_category,category,rapide,question_text,jaccard_mean,spearman_mean,kendall_mean,impact,composite_rank,combined_var,voter_nan_pct,candidate_nan_pct
32271,Foreign trade & foreign policy,11462,0,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.8589348355464782,0.9751582060966276,0.9378611093474518,0.1410651644535218,67.66666666666667,1471134.2987268367,0.3613471602093235,0.0
32272,Foreign trade & foreign policy,11462,1,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.8030381946541331,0.9542811301798292,0.908246538494718,0.1969618053458669,56.0,1089244.4616128376,0.0881943444236401,0.0
32273,Foreign trade & foreign policy,11462,1,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.722466246891624,0.9220102423235192,0.8586914106176876,0.277533753108376,33.0,1918726.6569275225,0.0573239233760622,0.0
32220,Health,11452,0,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.6770813635088273,0.9320820011632532,0.8554909765299883,0.3229186364911727,30.0,2102424.896033024,0.3589466609054683,0.0
32221,Health,11452,0,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,0.7022326832761275,0.9280052204061204,0.8490635847947858,0.2977673167238724,28.33333333333333,2507194.0397878583,0.3589946708915454,0.0
32222,Health,11452,1,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.5554947221352415,0.8866441543120649,0.779431889481706,0.4445052778647584,7.666666666666667,1989899.1145877696,0.0269816121753324,0.0
32223,Health,11452,1,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,0.5964509606994748,0.8997284637155768,0.8158226219172612,0.4035490393005252,15.0,1890517.637146719,0.0234288732056267,0.0
32224,Health,11452,0,Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.7216045911967365,0.949512758061359,0.8800993308789711,0.2783954088032635,43.66666666666666,1638385.991856163,0.412117720485861,0.0
32228,Immigration & integration,11454,1,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",0.6026267397248573,0.8636243434835766,0.772727796524398,0.3973732602751427,6.666666666666667,3174386.2558657154,0.0229007633587786,0.0
32229,Immigration & integration,11454,0,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.7226466816999386,0.956037612400052,0.8918080821436377,0.2773533183000614,47.0,1734648.7719760295,0.3760142109558788,0.0
32230,Immigration & integration,11454,1,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.6304171552120209,0.9029208889808772,0.8328248967371241,0.3695828447879791,20.33333333333333,2579763.211270222,0.0561476787171731,0.0
32231,Immigration & integration,11454,1,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.6427723075374574,0.8739641404686512,0.7889718254395293,0.3572276924625426,13.333333333333334,3410355.6986581325,0.0118824715540832,0.0
32252,Nature conservation,11459,1,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.5663370267978676,0.9023413734316904,0.8044070962360902,0.4336629732021324,12.666666666666666,1674468.022640685,0.0842095155792404,0.0
32253,Nature conservation,11459,1,Should direct payments only be granted to farmers with proof of ecological performance?,0.6160840945240428,0.9171473087045168,0.8341314229897124,0.3839159054759572,20.33333333333333,1720903.0982831204,0.0577800182437947,0.0
32254,Nature conservation,11459,0,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.7992107885301543,0.9622156697216592,0.9097393332106052,0.2007892114698457,56.66666666666666,1274216.0280859086,0.3646118392625666,0.0
32255,Nature conservation,11459,0,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.8120009368700112,0.9700014988586272,0.9239976026708262,0.1879990631299888,61.66666666666666,1456844.2264992308,0.3830956839022517,0.0
32256,Nature conservation,11459,1,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.6265985822845246,0.9209110106920694,0.8388138270212986,0.3734014177154754,22.666666666666668,1648364.471539084,0.0153391905516347,0.0
32257,Nature conservation,11459,0,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.8410698857683943,0.9741546962031756,0.9369017422797316,0.1589301142316057,66.33333333333333,1142163.2177241268,0.3641797493878727,0.0
32264,Security & military,11461,1,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.6197839322432148,0.8814718370567595,0.7910791312932646,0.3802160677567852,13.333333333333334,2642453.63501401,0.0519468049354265,0.0
32265,Security & military,11461,0,Should the Swiss Armed Forces expand their cooperation with NATO?,0.732235158863185,0.9353604795614544,0.8614226932484166,0.267764841136815,38.66666666666666,2455803.317411208,0.3894570070574679,0.0
32266,Security & military,11461,0,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.7326402431984409,0.9314041712633848,0.8577446014364798,0.2673597568015591,37.0,2916211.63482908,0.3875846176004609,0.0
32267,Security & military,11461,1,Should automatic facial recognition be banned in public spaces?,0.5570832261451312,0.8964597882980941,0.7999406974743791,0.4429167738548688,11.333333333333334,1621888.7647358682,0.0351913197945172,0.0
32268,Security & military,11461,1,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.7977565053868017,0.9483077551365798,0.9017387500526554,0.2022434946131983,51.0,1187776.46899026,0.0309664410197321,0.0
32232,Society & ethics,11455,1,Should cannabis use be legalized? [BePart question],0.5867370538969636,0.8790974073343507,0.7823515590184347,0.4132629461030364,8.0,2116557.164951566,0.0229007633587786,0.0
32233,Society & ethics,11455,0,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.7185476386331322,0.9276104165562796,0.8533027255234765,0.2814523613668678,31.0,1552919.1962110838,0.3714292572855154,0.0
32234,Society & ethics,11455,1,"Should a third official gender be introduced alongside ""female"" and ""male""?",0.6226850669859675,0.8568298484800321,0.7666676090278263,0.3773149330140325,7.333333333333333,3606119.598278469,0.0345911949685534,0.0
32235,Society & ethics,11455,0,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.8473746687534054,0.9591445590990956,0.9150466206523884,0.1526253312465946,61.66666666666666,1049936.5481875949,0.3546497671515675,0.0
32274,Values,11463,0,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.7095277019835735,0.9483616465849952,0.8716486190407683,0.2904722980164265,40.333333333333336,1595879.3246477272,0.3731336117912526,0.0
32275,Values,11463,0,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.7865210823107388,0.9687882185222748,0.9069619660547028,0.2134789176892612,54.66666666666666,1362136.2596236998,0.3858562581016851,0.0
32276,Values,11463,0,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.8100052424348263,0.9767388622252524,0.9238876576005748,0.1899947575651737,62.333333333333336,1189921.197863708,0.3745979163666043,0.0
32277,Values,11463,0,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.7797772404151884,0.969318398217474,0.9122659754383295,0.2202227595848116,55.0,1046801.6480085097,0.3671563685246531,0.0
32278,Values,11463,0,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.7910522950426614,0.9799665444381588,0.9262763086753446,0.2089477049573386,61.0,405148.3426708864,0.3803831196888952,0.0
32279,Values,11463,0,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.7993866636282869,0.9798140028894406,0.9283843044889292,0.200613336371713,62.66666666666666,811531.066150425,0.376542320802727,0.0
32280,Values,11463,0,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.8361556693820208,0.9837140284152788,0.9383591301914056,0.1638443306179792,69.0,896928.471185997,0.3633155696384848,0.0
32214,Welfare state & family,11451,1,"Do you support an increase in the retirement age (e.g., to 67)?",0.5403940664453853,0.8486151316171331,0.7291240428220639,0.4596059335546146,1.3333333333333333,2731684.752720256,0.0088818474242642,0.0
32215,Welfare state & family,11451,1,Should the federal government allocate more funding for health insurance premium subsidies?,0.6126254632184557,0.910775221073162,0.8252801111677979,0.3873745367815443,18.0,1944167.7626782155,0.0157712804263286,0.0
32216,Welfare state & family,11451,0,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",0.7490455787159962,0.947320048952192,0.8836978481082891,0.2509544212840038,46.0,1419253.4849241802,0.3937298958183302,0.0
32217,Welfare state & family,11451,0,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",0.7376729234662001,0.91615443730872,0.8442705714216447,0.2623270765337999,32.0,2410440.0623941123,0.3823755341110951,0.0
32218,Welfare state & family,11451,0,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],0.7998877410135583,0.9508414826368136,0.9048243187604544,0.2001122589864417,53.66666666666666,2686654.072928048,0.3517451629939027,0.0
32219,Welfare state & family,11451,1,Should the federal government provide more financial support for public housing construction? [BePart question],0.6533915580475572,0.9059054739140114,0.8144475041608532,0.3466084419524428,20.33333333333333,2222905.248360454,0.0209563589226559,0.0
