alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
0.5,0.8518829332387924,0.8461538461538461,0.6744186046511628,0.9947689058942872,0.9608979071726282,0.6226850669859675,0.8568298484800321,0.7666676090278263
