alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
0.01,0.8549376629517523,0.8947368421052632,0.6744186046511628,0.9949957371790374,0.9620856071075455,0.6226850669859675,0.8568298484800321,0.7666676090278263
