alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
0.6,0.8518634138912864,0.8461538461538461,0.6744186046511628,0.9947710868589728,0.9608635085757625,0.6226850669859675,0.8568298484800321,0.7666676090278263
