alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,base_jaccard_mean,base_spearman_mean,base_kendall_mean
1.2,0.8519926613410674,0.8947368421052632,0.6744186046511628,0.992428919293765,0.9520188503595539,0.6226850669859675,0.8568298484800321,0.7666676090278263
