target_party,worst_case_attack_pp,worst_case_red_A,worst_case_red_B,worst_case_red_diff,worst_case_corr_A_pp,worst_case_corr_B_pp,realistic_attack_pp,realistic_red_A,realistic_red_B,realistic_red_diff,realistic_corr_A_pp,realistic_corr_B_pp
SP,4.53420978230063,25.23713584023519,21.245900675012454,-3.9912351652227365,1.1443046820404423,0.9633337067442904,1.7646337104779197,51.866686819838705,42.78264812576052,-9.084038694078188,0.9152570401308818,0.7549570310623199
Green,2.19719034892511,22.83087007981972,14.916087523904775,-7.914782555914947,0.5016376739694295,0.3277348355124582,0.9916729346367115,66.44029047877157,47.22296933836934,-19.217321140402234,0.6588703783719896,0.4682974058604017
GLP,4.16333263985427,31.585438121627696,23.630219261010975,-7.955218860616721,1.315006854758699,0.9838046313628002,1.7449629522934496,65.98647254385334,55.60013756734884,-10.3863349765045,1.1514394994155297,0.9702018019744296
Centre,4.7589231893556185,24.381734366460982,29.03921870840348,4.657484341942499,1.1603080107325998,1.3819541131219082,1.8261131648712485,36.65741619805621,40.374643978680915,3.717227780624704,0.66940590309435,0.737286688964589
FDP,1.4409663876756302,25.2753354928287,32.9338269319768,7.658491439148104,0.3642090888239101,0.4745653762650501,0.5789870959827103,53.94448923182866,58.12507197973025,4.180582747901589,0.3123316316460706,0.33653666629330015
SVP,1.3668176314008302,31.032295833740463,25.42687091423551,-5.6054249195049515,0.4241548908840299,0.3475389547693004,0.4710979883816503,58.65534324133043,46.52512384996581,-12.13021939136462,0.27632414208825995,0.21917892254926033
