party,original,original_crw,crw_drift,delta_attack_worst_case,delta_crw_worst_case,reduction_worst_case,delta_attack_realistic,delta_crw_realistic,reduction_realistic
SP,0.1320314625442013,0.1317887453923669,-0.00024271715183440956,0.0453420978230063,0.00033606990253970404,99.25881262959743,0.017646337104779197,-6.067928795860933e-05,99.65613663845187
Green,0.1353834930998901,0.1353581544961268,-2.533860376330299e-05,0.0219719034892511,0.00014803079040401346,99.32627234378472,0.009916729346367115,5.2010818250125546e-05,99.475524475525
GLP,0.1619603544203661,0.1618910066626984,-6.934775766770374e-05,0.0416333263985427,6.868095230488924e-05,99.8350337139833,0.017449629522934496,6.001248259890346e-06,99.96560816232801
Centre,0.1745269682760579,0.1748110273603475,0.00028405908428960625,0.04758923189355618,0.00018870591749747812,99.60346929339066,0.018261131648712486,0.00010135441505160214,99.44497188344432
FDP,0.0432396605160585,0.0433656867295108,0.0001260262134522988,0.014409663876756303,4.000832173098323e-06,99.9722350763535,0.005789870959827102,-5.334442897499125e-06,99.90786594494917
SVP,0.0466470359168066,0.0467423890835987,9.535316679210037e-05,0.013668176314008303,2.5338603762900536e-05,99.81461606010356,0.004710979883816503,1.0668885794901106e-05,99.77353149327698
