party,mini_baseline,aug_baseline,mini_crw_E5-INSTRUCT_α0.3,aug_crw_E5-INSTRUCT_α0.3,mini_crw_E5-INSTRUCT_α0.4,aug_crw_E5-INSTRUCT_α0.4,mini_crw_ANSWER-CORR_α0.3,aug_crw_ANSWER-CORR_α0.3,mini_crw_ANSWER-CORR_α0.4,aug_crw_ANSWER-CORR_α0.4,mini_crw_QWEN3_α0.6,aug_crw_QWEN3_α0.6
SP,0.12502733901984497,0.124187831068858,0.12340833560046827,0.12350102154581125,0.12383909186443727,0.12400445959425768,0.12449922917299738,0.124187831068858,0.12415782482756069,0.1237757453550296,0.12283755021044077,0.12244346824139078
Green,0.12615157286048573,0.12179866745616376,0.12656299176895097,0.1218706824352788,0.1257254842340505,0.12189468742831835,0.12597286902342072,0.12179866745616376,0.12635828252276182,0.121898688260491,0.12598487151993987,0.12178266412747175
GLP,0.14510684889122624,0.1448381263302681,0.14428401107429364,0.14393127103770048,0.14482612383374752,0.14387659299800204,0.14479144995491405,0.1448381263302681,0.1451768634542554,0.1448021188407106,0.1452022020580183,0.14469076234522674
Centre,0.1809242989208312,0.19806986519861303,0.181701793973135,0.1985099567376529,0.18158243581330488,0.19828324291451077,0.18160444039025725,0.19806986519861303,0.1809769765444432,0.1981938909959787,0.18126970409844084,0.1983745952491299
FDP,0.04420986231803266,0.045418113634306465,0.04400181904503196,0.045148057462622786,0.04413117928529523,0.044878668096301234,0.0443032150687381,0.045418113634306465,0.04424186897541736,0.04518006412000749,0.043837118120572914,0.04471263356111779
SVP,0.048710798512760396,0.04927091501699324,0.048858162497802615,0.04936560137842309,0.048766143357821486,0.049280917097425984,0.04882148820288266,0.04927091501699324,0.049217570588018865,0.049476291068545425,0.04918623073599632,0.049904380111066404
