party,original,original_crw,worst_case,worst_case_crw,realistic,realistic_crw
SP,0.13203146254420134,0.13210547793940336,0.17737356036720767,0.1651276798907361,0.14967779964898054,0.13965971588756076
Green,0.1353834930998901,0.13476003008624868,0.12967897322642843,0.13141466758418519,0.1330856818218128,0.13360112236677837
GLP,0.16196035442036616,0.16103216135620885,0.14346317367344594,0.14622908231577572,0.15282712137456347,0.15721403385235605
Centre,0.17452696827605796,0.17572054987436275,0.16256448007852026,0.16619790249704705,0.1702567467366454,0.1742855847349482
FDP,0.04323966051605851,0.04321298830157131,0.03816193768304121,0.039682253908816315,0.04186937549677414,0.042810904668175394
SVP,0.046647035916806634,0.046852411968358744,0.0440725004134233,0.0450653735977119,0.04560415233035467,0.046350974335998094
