ID1,ID2,Distance,cat1,cat2
32218,32246,1.2197093729647308,Welfare state & family,Energy & transport
32274,32286,1.2198248046646,Values,Federal budget
32251,32285,1.219927348143054,Energy & transport,Federal budget
32228,32244,1.2203549374501708,Immigration & integration,Economy & labour
32244,32246,1.2208863999192603,Economy & labour,Energy & transport
32247,32261,1.2213700348598366,Energy & transport,"Democracy, Media & Digitalization"
32269,32285,1.222052257398237,Foreign trade & foreign policy,Federal budget
32229,32272,1.2223463954670744,Immigration & integration,Foreign trade & foreign policy
32245,32262,1.2224887991685949,Energy & transport,"Democracy, Media & Digitalization"
32241,32260,1.2225732529061666,Economy & labour,"Democracy, Media & Digitalization"
32230,32247,1.222807500788087,Immigration & integration,Energy & transport
32246,32275,1.223575405827456,Energy & transport,Values
32221,32246,1.223590786722926,Health,Energy & transport
32240,32254,1.2236054584994323,Economy & labour,Nature conservation
32264,32279,1.2236082634081316,Security & military,Values
32244,32260,1.2237033289606378,Economy & labour,"Democracy, Media & Digitalization"
32240,32249,1.223717144692213,Economy & labour,Energy & transport
32218,32264,1.224344914272652,Welfare state & family,Security & military
32245,32288,1.2244262010471525,Energy & transport,Federal budget
32219,32245,1.2245914997156186,Welfare state & family,Energy & transport
32239,32276,1.2247513971284034,Finances & taxes,Values
32231,32272,1.2248115327604545,Immigration & integration,Foreign trade & foreign policy
32264,32276,1.2249470220970855,Security & military,Values
32227,32255,1.2249487120129525,Education,Nature conservation
32246,32254,1.2258006312580074,Energy & transport,Nature conservation
32245,32255,1.2263453032178793,Energy & transport,Nature conservation
32268,32277,1.2264917179218522,Security & military,Values
32228,32271,1.2272351854698482,Immigration & integration,Foreign trade & foreign policy
32235,32268,1.2273273924176136,Society & ethics,Security & military
32238,32247,1.2282066281134774,Finances & taxes,Energy & transport
32240,32287,1.228622006464695,Economy & labour,Federal budget
32236,32275,1.22875993241065,Finances & taxes,Values
32234,32268,1.2290252320307542,Society & ethics,Security & military
32272,32281,1.2290643550463554,Foreign trade & foreign policy,Federal budget
32261,32269,1.2290746066169784,"Democracy, Media & Digitalization",Foreign trade & foreign policy
32284,32285,1.2291472170752213,Federal budget,Federal budget
32221,32280,1.2294315197588497,Health,Values
32275,32288,1.229631460908054,Values,Federal budget
32264,32280,1.2296713709734926,Security & military,Values
32225,32281,1.229743276938565,Education,Federal budget
32234,32249,1.2300708554555926,Society & ethics,Energy & transport
32219,32256,1.2305681363301033,Welfare state & family,Nature conservation
32218,32255,1.2306010513542989,Welfare state & family,Nature conservation
32238,32262,1.2308580118219876,Finances & taxes,"Democracy, Media & Digitalization"
32262,32275,1.2308964776551334,"Democracy, Media & Digitalization",Values
32219,32247,1.2312481060488631,Welfare state & family,Energy & transport
32247,32273,1.2319652259323142,Energy & transport,Foreign trade & foreign policy
32249,32255,1.2320120244179686,Energy & transport,Nature conservation
32221,32256,1.2320416589283987,Health,Nature conservation
32225,32234,1.2320580090504196,Education,Society & ethics
32245,32287,1.232153508448872,Energy & transport,Federal budget
32255,32275,1.2324191017968193,Nature conservation,Values
32230,32286,1.232555834877363,Immigration & integration,Federal budget
32242,32275,1.2328613667575985,Economy & labour,Values
32218,32275,1.2333934350797342,Welfare state & family,Values
32268,32281,1.2337380986084228,Security & military,Federal budget
32256,32281,1.2341754666957894,Nature conservation,Federal budget
32215,32280,1.2345040763787736,Welfare state & family,Values
32219,32239,1.234692906824534,Welfare state & family,Finances & taxes
32261,32285,1.2347251596977638,"Democracy, Media & Digitalization",Federal budget
32240,32262,1.2350650087850497,Economy & labour,"Democracy, Media & Digitalization"
32215,32287,1.2351907911415367,Welfare state & family,Federal budget
32236,32285,1.235507085171133,Finances & taxes,Federal budget
32215,32238,1.236170326401024,Welfare state & family,Finances & taxes
32235,32272,1.23621541572211,Society & ethics,Foreign trade & foreign policy
32230,32240,1.2362537888530314,Immigration & integration,Economy & labour
32268,32288,1.2366074806458098,Security & military,Federal budget
32273,32280,1.23663555118033,Foreign trade & foreign policy,Values
32219,32264,1.2372843625998438,Welfare state & family,Security & military
32229,32230,1.237768129849725,Immigration & integration,Immigration & integration
32272,32277,1.2382653198158828,Foreign trade & foreign policy,Values
32217,32222,1.2382813122482046,Welfare state & family,Health
32247,32269,1.2388506753197024,Energy & transport,Foreign trade & foreign policy
32245,32284,1.2389376015569378,Energy & transport,Federal budget
32238,32287,1.2399258705405403,Finances & taxes,Federal budget
32219,32254,1.2399965711741041,Welfare state & family,Nature conservation
32234,32255,1.2400424731305342,Society & ethics,Nature conservation
32227,32262,1.2402128598637292,Education,"Democracy, Media & Digitalization"
32229,32262,1.2405736521094524,Immigration & integration,"Democracy, Media & Digitalization"
32225,32228,1.240612483729032,Education,Immigration & integration
32253,32256,1.2409752135380732,Nature conservation,Nature conservation
32246,32261,1.2410014330565744,Energy & transport,"Democracy, Media & Digitalization"
32215,32230,1.241145590214666,Welfare state & family,Immigration & integration
32246,32284,1.2414955147851072,Energy & transport,Federal budget
32227,32257,1.2418492912514005,Education,Nature conservation
32245,32261,1.242042201439731,Energy & transport,"Democracy, Media & Digitalization"
32276,32284,1.2420901412856227,Values,Federal budget
32228,32247,1.2424822760407952,Immigration & integration,Energy & transport
32254,32285,1.2425229693143014,Nature conservation,Federal budget
32244,32285,1.2429597028063677,Economy & labour,Federal budget
32249,32264,1.243041735017418,Energy & transport,Security & military
32246,32268,1.2430547774641991,Energy & transport,Security & military
32217,32281,1.2430853465785836,Welfare state & family,Federal budget
32229,32288,1.2433127508713728,Immigration & integration,Federal budget
32260,32281,1.2433944202042804,"Democracy, Media & Digitalization",Federal budget
32262,32271,1.2434262648294636,"Democracy, Media & Digitalization",Foreign trade & foreign policy
32264,32288,1.243431472033918,Security & military,Federal budget
32231,32275,1.2437602781434756,Immigration & integration,Values
32249,32254,1.2437743991926484,Energy & transport,Nature conservation
32260,32276,1.2439223065424194,"Democracy, Media & Digitalization",Values
32225,32288,1.2441350991427338,Education,Federal budget
32266,32269,1.2442880779906136,Security & military,Foreign trade & foreign policy
32236,32245,1.2448211233141384,Finances & taxes,Energy & transport
32284,32288,1.2448874365437497,Federal budget,Federal budget
32244,32262,1.2453707855366314,Economy & labour,"Democracy, Media & Digitalization"
32256,32288,1.245662210056446,Nature conservation,Federal budget
32224,32259,1.2457567967665009,Health,"Democracy, Media & Digitalization"
32217,32240,1.2464367299669696,Welfare state & family,Economy & labour
32249,32256,1.2466382102398552,Energy & transport,Nature conservation
32256,32260,1.2467293445792056,Nature conservation,"Democracy, Media & Digitalization"
32225,32230,1.24702309380902,Education,Immigration & integration
32261,32280,1.247123566382011,"Democracy, Media & Digitalization",Values
32231,32238,1.247432580315958,Immigration & integration,Finances & taxes
32250,32281,1.2475459560005053,Energy & transport,Federal budget
32247,32279,1.2479490701426459,Energy & transport,Values
32232,32235,1.248062745677786,Society & ethics,Society & ethics
32245,32264,1.2480667706131405,Energy & transport,Security & military
32227,32275,1.2481083393003911,Education,Values
32246,32287,1.2481134343085445,Energy & transport,Federal budget
32274,32275,1.249691651021114,Values,Values
32241,32255,1.2498405138703115,Economy & labour,Nature conservation
32238,32288,1.2503626286614433,Finances & taxes,Federal budget
32234,32272,1.2504482635450078,Society & ethics,Foreign trade & foreign policy
32228,32277,1.2505805565913513,Immigration & integration,Values
32261,32281,1.2516195531830463,"Democracy, Media & Digitalization",Federal budget
32234,32254,1.2516323620309902,Society & ethics,Nature conservation
32254,32257,1.252293432727015,Nature conservation,Nature conservation
32261,32276,1.2524051052582443,"Democracy, Media & Digitalization",Values
32252,32255,1.2525645103149525,Nature conservation,Nature conservation
