n_pairs,n_questions,mean,median,std,min,max,p5,p10,p25,p75,p90,p95,has_clones
2775,75,1.3777710350910428,1.3927801098126575,0.12666939543998026,0.6834182784170582,1.5706928921143701,1.1540839899623188,1.2022575121633197,1.2932484339660224,1.4761894453699769,1.5361236200599635,1.5550823326543066,False
