alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
0.01,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
0.1,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
0.2,0.4534794941157202,0.4117647058823529,0.2857142857142857,0.90301904480911,0.77380368084537
0.3,0.4782197629635364,0.44,0.3090909090909091,0.9142981834133612,0.7893504549085744
0.4,0.5363728795529417,0.5,0.3584905660377358,0.9363525473603304,0.822175653753891
0.5,0.5774086382016326,0.5652173913043478,0.4117647058823529,0.9495212718039412,0.8439570911004959
0.6,0.6073944279766068,0.6,0.44,0.9561957621097968,0.8566453017789862
0.7,0.5988010077071736,0.6,0.4117647058823529,0.9548883738098348,0.8532634638942496
0.8,0.5779470925191476,0.5652173913043478,0.4117647058823529,0.9495061715992672,0.8435314495046852
0.9,0.5606647807904057,0.5319148936170213,0.3846153846153846,0.9445796006617684,0.8350626354111221
1.0,0.5565031804880787,0.5319148936170213,0.3846153846153846,0.9430253405086764,0.8324759182041095
1.1,0.5553395853040182,0.5319148936170213,0.3846153846153846,0.9432565838883004,0.8327102408595699
1.2,0.5437164402423706,0.5319148936170213,0.3584905660377358,0.9397041366647386,0.8268377452259024
1.3,0.5343475358392713,0.5,0.3584905660377358,0.936643945253974,0.8219046216217004
1.4,0.5263320555947195,0.5,0.3584905660377358,0.9339855598175648,0.8177137975077371
1.5,0.5197981521562631,0.5,0.3333333333333333,0.9316546574145504,0.8140901413584712
1.8,0.5046997980633876,0.4693877551020408,0.3333333333333333,0.926139045979895,0.8057573455738459
2.1,0.494483515144244,0.4693877551020408,0.3090909090909091,0.9221407315187232,0.7998980123698561
2.4,0.4868725870630586,0.4693877551020408,0.3090909090909091,0.919107909882077,0.7955326416667114
2.7,0.4812476522171213,0.4693877551020408,0.3090909090909091,0.9167373424330294,0.7921739825660212
3.0,0.4769099472511377,0.44,0.3090909090909091,0.9148302542896332,0.7894992957051249
