party,original,original_crw,worst_case,worst_case_crw,realistic,realistic_crw
SP,0.13203146254420134,0.13210547793940336,0.1197415729138314,0.12339099866104958,0.12783925723216444,0.1304804732717658
Green,0.1353834930998901,0.13476003008624868,0.12993435968014194,0.13232352329283864,0.13477269938813077,0.13483737950826286
GLP,0.16196035442036616,0.16103216135620885,0.15369063431859592,0.1541760686222626,0.15726271064379638,0.15920444785846932
Centre,0.17452696827605796,0.17572054987436275,0.16572980513279822,0.1676842116493503,0.17008671136929066,0.17372680184143996
FDP,0.04323966051605851,0.04321298830157131,0.057649324392814845,0.05373050927927025,0.04902953147588568,0.04531542560853154
SVP,0.046647035916806634,0.046852411968358744,0.053759848715204145,0.051942804103257474,0.04950296328303272,0.047905297635244495
