n_pairs,n_questions,mean,median,std,min,max,p5,p10,p25,p75,p90,p95,has_clones
2775,75,0.43866922767817734,0.4466232284139222,0.04339225418742781,0.17995731165458195,0.539127954019882,0.3570136796366359,0.38195030759616383,0.4158399324757068,0.4684541387977379,0.4863083533327811,0.4954386780804599,False
